OBJECTID,admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
98,Bacong,PH074603000,NA,NA,NA,Negros Oriental,PH074600000,Region VII,PH070000000,Philippines (the),PH,1467244800000,1590710400000,NA
99,Bacoor City,PH042103000,NA,NA,NA,Cavite,PH042100000,Region IV-A,PH040000000,Philippines (the),PH,1467244800000,1590710400000,NA
100,Bacuag,PH166702000,NA,NA,NA,Surigao del Norte,PH166700000,Region XIII,PH160000000,Philippines (the),PH,1467244800000,1590710400000,NA
101,Bacungan,PH097226000,NA,NA,NA,Zamboanga del Norte,PH097200000,Region IX,PH090000000,Philippines (the),PH,1467244800000,1590710400000,NA
102,Badian,PH072207000,NA,NA,NA,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH,1467244800000,1590710400000,NA
103,Badiangan,PH063004000,NA,NA,NA,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH,1467244800000,1590710400000,NA
104,Badoc,PH012803000,NA,NA,NA,Ilocos Norte,PH012800000,Region I,PH010000000,Philippines (the),PH,1467244800000,1590710400000,NA
105,Bagabag,PH025003000,NA,NA,NA,Nueva Vizcaya,PH025000000,Region II,PH020000000,Philippines (the),PH,1467244800000,1590710400000,NA
106,Bagac,PH030802000,NA,NA,NA,Bataan,PH030800000,Region III,PH030000000,Philippines (the),PH,1467244800000,1590710400000,NA
107,Bagamanoc,PH052001000,NA,NA,NA,Catanduanes,PH052000000,Region V,PH050000000,Philippines (the),PH,1467244800000,1590710400000,NA
108,Baganga,PH112501000,NA,NA,NA,Davao Oriental,PH112500000,Region XI,PH110000000,Philippines (the),PH,1467244800000,1590710400000,NA
109,Baggao,PH021506000,NA,NA,NA,Cagayan,PH021500000,Region II,PH020000000,Philippines (the),PH,1467244800000,1590710400000,NA
110,Bago City,PH064502000,NA,NA,NA,Negros Occidental,PH064500000,Region VI,PH060000000,Philippines (the),PH,1467244800000,1590710400000,NA
