OBJECTID,admin2Name_en,admin2Name_vi,admin2Pcode,admin2RefName,admin2AltName1_en,admin2AltName2_en,admin2AltName1_vi,admin2AltName2_vi,admin1Name_en,admin1Name_vi,admin1Pcode,admin0Name_en,admin0Name_vi,admin0Pcode,date,validOn,validTo
518,Song Hinh,Huyện Sông Hinh,VN50913,NA,NA,NA,NA,NA,Phu Yen,Phú Yên,VN509,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
519,Song Lo,Huyện Sông Lô,VN10411,NA,NA,NA,NA,NA,Vinh Phuc,Vĩnh Phúc,VN104,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
520,Song Ma,Huyện Sông Mã,VN30315,NA,NA,NA,NA,NA,Son La,Sơn La,VN303,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
521,Sop Cop,Huyện Sốp Cộp,VN30316,NA,NA,NA,NA,NA,Son La,Sơn La,VN303,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
522,Tam Binh,Huyện Tam Bình,VN80909,NA,NA,NA,NA,NA,Vinh Long,Vĩnh Long,VN809,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
523,Tam Dao,Huyện Tam Đảo,VN10404,NA,NA,NA,NA,NA,Vinh Phuc,Vĩnh Phúc,VN104,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
524,Tam Diep,Thị xã Tam Điệp,VN11703,NA,NA,NA,NA,NA,Ninh Binh,Ninh Bình,VN117,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
525,Tam Duong,Huyện Tam Dương,VN10405,NA,NA,NA,NA,NA,Vinh Phuc,Vĩnh Phúc,VN104,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
526,Tam Duong,Huyện Tam Đường,VN30108,NA,NA,NA,NA,NA,Lai Chau,Lai Châu,VN301,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
527,Tam Ky,TP. Tam Kỳ,VN50301,NA,NA,NA,NA,NA,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
528,Tam Nong,Huyện Tam Nông,VN21717,NA,NA,NA,NA,NA,Phu Tho,Phú Thọ,VN217,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
529,Tam Nong,Huyện Tam Nông,VN80309,NA,NA,NA,NA,NA,Dong Thap,Đồng Tháp,VN803,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
530,Tan An,TP. Tân An,VN80101,NA,NA,NA,NA,NA,Long An,Long An,VN801,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
531,Tan Bien,Huyện Tân Biên,VN70903,NA,NA,NA,NA,NA,Tay Ninh,Tây Ninh,VN709,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
532,Tan Binh,Quận Tân Bình,VN70127,NA,NA,NA,NA,NA,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
533,Tan Chau,Huyện Tân Châu,VN70905,NA,NA,NA,NA,NA,Tay Ninh,Tây Ninh,VN709,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
534,Tan Chau,Thị xã Tân Châu,VN80507,NA,NA,NA,NA,NA,An Giang,An Giang,VN805,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
535,Tan Hiep,Huyện Tân Hiệp,VN81307,NA,NA,NA,NA,NA,Kien Giang,Kiên Giang,VN813,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
536,Tan Hong,Huyện Tân Hồng,VN80305,NA,NA,NA,NA,NA,Dong Thap,Đồng Tháp,VN803,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
537,Tan Hung,Huyện Tân Hưng,VN80103,NA,NA,NA,NA,NA,Long An,Long An,VN801,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
538,Tan Ky,Huyện Tân Kỳ,VN40319,NA,NA,NA,NA,NA,Nghe An,Nghệ An,VN403,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
539,Tan Lac,Huyện Tân Lạc,VN30513,NA,NA,NA,NA,NA,Hoa Binh,Hòa Bình,VN305,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
540,Tan Phu,Huyện Tân Phú,VN71303,NA,NA,NA,NA,NA,Dong Nai,Đồng Nai,VN713,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
541,Tan Phu,Quận Tân Phú,VN70128,NA,NA,NA,NA,NA,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
542,Tan Phu Dong,Huyện Tân Phú Đông,VN80718,NA,NA,NA,NA,NA,Tien Giang,Tiền Giang,VN807,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
543,Tan Phuoc,Huyện Tân Phước,VN80705,NA,NA,NA,NA,NA,Tien Giang,Tiền Giang,VN807,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
544,Tan Son,Huyện Tân Sơn,VN21720,NA,NA,NA,NA,NA,Phu Tho,Phú Thọ,VN217,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
545,Tan Thanh,Huyện Tân Thành,VN71709,NA,NA,NA,NA,NA,Ba Ria - Vung Tau,Bà Rịa - Vũng Tàu,VN717,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
546,Tan Thanh,Huyện Tân Thạnh,VN80109,NA,NA,NA,NA,NA,Long An,Long An,VN801,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
547,Tan Tru,Huyện Tân Trụ,VN80123,NA,NA,NA,NA,NA,Long An,Long An,VN801,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
548,Tan Uyen,Huyện Tân Uyên,VN30118,NA,NA,NA,NA,NA,Lai Chau,Lai Châu,VN301,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
549,Tan Uyen,Thị xã Tân Uyên,VN71105,NA,NA,NA,NA,NA,Binh Duong,Bình Dương,VN711,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
550,Tan Yen,Huyện Tân Yên,VN22105,NA,NA,NA,NA,NA,Bac Giang,Bắc Giang,VN221,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
551,Tanh Linh,Huyện Tánh Linh,VN71511,NA,NA,NA,NA,NA,Binh Thuan,Bình Thuận,VN715,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
552,Tay Giang,Huyện Tây Giang,VN50304,NA,NA,NA,NA,NA,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
553,Tay Ho,Quận Tây Hồ,VN10103,NA,NA,NA,NA,NA,Ha Noi,TP. Hà Nội,VN101,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
554,Tay Hoa,Huyện Tây Hòa,VN50911,NA,NA,NA,NA,NA,Phu Yen,Phú Yên,VN509,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
555,Tay Ninh,TP. Tây Ninh,VN70901,NA,NA,NA,NA,NA,Tay Ninh,Tây Ninh,VN709,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
556,Tay Son,Huyện Tây Sơn,VN50715,NA,NA,NA,NA,NA,Binh Dinh,Bình Định,VN507,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
557,Tay Tra,Huyện Tây Trà,VN50508,NA,NA,NA,NA,NA,Quang Ngai,Quảng Ngãi,VN505,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
558,Thach An,Huyện Thạch An,VN20321,NA,NA,NA,NA,NA,Cao Bang,Cao Bằng,VN203,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
559,Thach Ha,Huyện Thạch Hà,VN40513,NA,NA,NA,NA,NA,Ha Tinh,Hà Tĩnh,VN405,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
560,Thach Thanh,Huyện Thạch Thành,VN40119,NA,NA,NA,NA,NA,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
561,Thach That,Huyện Thạch Thất,VN10135,NA,NA,NA,NA,NA,Ha Noi,TP. Hà Nội,VN101,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
562,Thai Binh,TP. Thái Bình,VN11501,NA,NA,NA,NA,NA,Thai Binh,Thái Bình,VN115,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
563,Thai Hoa,Thị xã Thái Hòa,VN40314,NA,NA,NA,NA,NA,Nghe An,Nghệ An,VN403,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
564,Thai Nguyen,TP. Thái Nguyên,VN21501,NA,NA,NA,NA,NA,Thai Nguyen,Thái Nguyên,VN215,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
565,Thai Thuy,Huyện Thái Thụy,VN11507,NA,NA,NA,NA,NA,Thai Binh,Thái Bình,VN115,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
566,Than Uyen,Huyện Than Uyên,VN30117,NA,NA,NA,NA,NA,Lai Chau,Lai Châu,VN301,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
567,Thang Binh,Huyện Thăng Bình,VN50315,NA,NA,NA,NA,NA,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
568,Thanh Ba,Huyện Thanh Ba,VN21709,NA,NA,NA,NA,NA,Phu Tho,Phú Thọ,VN217,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
569,Thanh Binh,Huyện Thanh Bình,VN80311,NA,NA,NA,NA,NA,Dong Thap,Đồng Tháp,VN803,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
570,Thanh Chuong,Huyện Thanh Chương,VN40331,NA,NA,NA,NA,NA,Nghe An,Nghệ An,VN403,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
571,Thanh Ha,Huyện Thanh Hà,VN10707,NA,NA,NA,NA,NA,Hai Duong,Hải Dương,VN107,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
572,Thanh Hoa,Huyện Thạnh Hóa,VN40101,NA,NA,NA,NA,NA,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
573,Thanh Hoa,Huyện Thạnh Hóa,VN80111,NA,NA,NA,NA,NA,Long An,Long An,VN801,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
574,Thanh Khe,Quận Thanh Khê,VN50103,NA,NA,NA,NA,NA,Da Nang city,TP. Đà Nẵng,VN501,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
575,Thanh Liem,Huyện Thanh Liêm,VN11109,NA,NA,NA,NA,NA,Ha Nam,Hà Nam,VN111,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
576,Thanh Mien,Huyện Thanh Miện,VN10721,NA,NA,NA,NA,NA,Hai Duong,Hải Dương,VN107,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
577,Thanh Oai,Huyện Thanh Oai,VN10143,NA,NA,NA,NA,NA,Ha Noi,TP. Hà Nội,VN101,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
578,Thanh Phu,Huyện Thạnh Phú,VN81115,NA,NA,NA,NA,NA,Ben Tre,Bến Tre,VN811,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
579,Thanh Son,Huyện Thanh Sơn,VN21719,NA,NA,NA,NA,NA,Phu Tho,Phú Thọ,VN217,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
580,Thanh Thuy,Huyện Thanh Thủy,VN21718,NA,NA,NA,NA,NA,Phu Tho,Phú Thọ,VN217,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
581,Thanh Tri,Huyện Thanh Trì,VN10123,NA,NA,NA,NA,NA,Ha Noi,TP. Hà Nội,VN101,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
582,Thanh Tri,Huyện Thạnh Trị,VN81911,NA,NA,NA,NA,NA,Soc Trang,Sóc Trăng,VN819,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
583,Thanh Xuan,Quận Thanh Xuân,VN10111,NA,NA,NA,NA,NA,Ha Noi,TP. Hà Nội,VN101,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
584,Thap Muoi,Huyện Tháp Mười,VN80313,NA,NA,NA,NA,NA,Dong Thap,Đồng Tháp,VN803,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
585,Thi xa Cai Lay,Thị xã Cai Lậy,VN80709,NA,NA,NA,NA,NA,Tien Giang,Tiền Giang,VN807,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
586,Thi xa Cao Lanh,TP. Cao Lãnh,VN80301,NA,NA,NA,NA,NA,Dong Thap,Đồng Tháp,VN803,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
587,Thi xa Hong Ngu,Thị xã Hồng Ngự,VN80308,NA,NA,NA,NA,NA,Dong Thap,Đồng Tháp,VN803,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
588,Thieu Hoa,Huyện Thiệu Hóa,VN40141,NA,NA,NA,NA,NA,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
589,Tho Xuan,Huyện Thọ Xuân,VN40137,NA,NA,NA,NA,NA,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
590,Thoai Son,Huyện Thoại Sơn,VN80521,NA,NA,NA,NA,NA,An Giang,An Giang,VN805,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
591,Thoi Binh,Huyện Thới Bình,VN82303,NA,NA,NA,NA,NA,Ca Mau,Cà Mau,VN823,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
592,Thoi Lai,Huyện Thới Lai,VN81514,NA,NA,NA,NA,NA,Can Tho city,TP. Cần Thơ,VN815,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
593,Thong Nhat,Huyện Thống Nhất,VN71309,NA,NA,NA,NA,NA,Dong Nai,Đồng Nai,VN713,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
594,Thong Nong,Huyện Thông Nông,VN20307,NA,NA,NA,NA,NA,Cao Bang,Cao Bằng,VN203,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
595,Thot Not,Quận Thốt Nốt,VN81509,NA,NA,NA,NA,NA,Can Tho city,TP. Cần Thơ,VN815,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
596,Thu Dau Mot,TP. Thủ Dầu Một,VN71101,NA,NA,NA,NA,NA,Binh Duong,Bình Dương,VN711,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
597,Thu Duc,Quận Thủ Đức,VN70133,NA,NA,NA,NA,NA,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
598,Thu Thua,Huyện Thủ Thừa,VN80119,NA,NA,NA,NA,NA,Long An,Long An,VN801,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
599,Thuan An,Thị xã Thuận An,VN71107,NA,NA,NA,NA,NA,Binh Duong,Bình Dương,VN711,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
600,Thuan Bac,Huyện Thuận Bắc,VN70506,NA,NA,NA,NA,NA,Ninh Thuan,Ninh Thuận,VN705,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
601,Thuan Chau,Huyện Thuận Châu,VN30307,NA,NA,NA,NA,NA,Son La,Sơn La,VN303,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
602,Thuan Nam,Huyện Thuận Nam,VN70508,NA,NA,NA,NA,NA,Ninh Thuan,Ninh Thuận,VN705,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
603,Thuan Thanh,Huyện Thuận Thành,VN10609,NA,NA,NA,NA,NA,Bac Ninh,Bắc Ninh,VN106,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
604,Thuong Tin,Huyện Thường Tín,VN10145,NA,NA,NA,NA,NA,Ha Noi,TP. Hà Nội,VN101,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
605,Thuong Xuan,Huyện Thường Xuân,VN40123,NA,NA,NA,NA,NA,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
606,Thuy Nguyen,Huyện Thủy Nguyên,VN10311,NA,NA,NA,NA,NA,Hai Phong city,TP. Hải Phòng,VN103,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
607,Tien Du,Huyện Tiên Du,VN10607,NA,NA,NA,NA,NA,Bac Ninh,Bắc Ninh,VN106,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
608,Tien Hai,Huyện Tiền Hải,VN11515,NA,NA,NA,NA,NA,Thai Binh,Thái Bình,VN115,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
609,Tien Lang,Huyện Tiên Lãng,VN10319,NA,NA,NA,NA,NA,Hai Phong city,TP. Hải Phòng,VN103,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
610,Tien Lu,Huyện Tiên Lữ,VN10913,NA,NA,NA,NA,NA,Hung Yen,Hưng Yên,VN109,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
611,Tien Phuoc,Huyện Tiên Phước,VN50321,NA,NA,NA,NA,NA,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
612,Tien Yen,Huyện Tiên Yên,VN22513,NA,NA,NA,NA,NA,Quang Ninh,Quảng Ninh,VN225,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
613,Tieu Can,Huyện Tiểu Cần,VN81709,NA,NA,NA,NA,NA,Tra Vinh,Trà Vinh,VN817,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
614,Tinh Bien,Huyện Tịnh Biên,VN80513,NA,NA,NA,NA,NA,An Giang,An Giang,VN805,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
615,Tinh Gia,Huyện Tĩnh Gia,VN40153,NA,NA,NA,NA,NA,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
616,Tra Bong,Huyện Trà Bồng,VN50507,NA,NA,NA,NA,NA,Quang Ngai,Quảng Ngãi,VN505,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
617,Tra Cu,Huyện Trà Cú,VN81713,NA,NA,NA,NA,NA,Tra Vinh,Trà Vinh,VN817,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
618,Tra Linh,Huyện Trà Lĩnh,VN20309,NA,NA,NA,NA,NA,Cao Bang,Cao Bằng,VN203,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
619,Tra On,Huyện Trà Ôn,VN80911,NA,NA,NA,NA,NA,Vinh Long,Vĩnh Long,VN809,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
620,Tra Vinh,TP. Trà Vinh,VN81701,NA,NA,NA,NA,NA,Tra Vinh,Trà Vinh,VN817,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
621,Tram Tau,Huyện Trạm Tấu,VN21317,NA,NA,NA,NA,NA,Yen Bai,Yên Bái,VN213,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
622,Tran De,Huyện Trần Đề,VN81915,NA,NA,NA,NA,NA,Soc Trang,Sóc Trăng,VN819,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
623,Tran Van Thoi,Huyện Trần Văn Thời,VN82307,NA,NA,NA,NA,NA,Ca Mau,Cà Mau,VN823,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
624,Tran Yen,Huyện Trấn Yên,VN21311,NA,NA,NA,NA,NA,Yen Bai,Yên Bái,VN213,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
625,Trang Bang,Huyện Trảng Bàng,VN70917,NA,NA,NA,NA,NA,Tay Ninh,Tây Ninh,VN709,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
626,Trang Bom,Huyện Trảng Bom,VN71310,NA,NA,NA,NA,NA,Dong Nai,Đồng Nai,VN713,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
627,Trang Dinh,Huyện Tràng Định,VN20903,NA,NA,NA,NA,NA,Lang Son,Lạng Sơn,VN209,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
628,Tri Ton,Huyện Tri Tôn,VN80515,NA,NA,NA,NA,NA,An Giang,An Giang,VN805,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
629,Trieu Phong,Huyện Triệu Phong,VN40911,NA,NA,NA,NA,NA,Quang Tri,Quảng Trị,VN409,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
630,Trieu Son,Huyện Triệu Sơn,VN40147,NA,NA,NA,NA,NA,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
631,Truc Ninh,Huyện Trực Ninh,VN11311,NA,NA,NA,NA,NA,Nam Dinh,Nam Định,VN113,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
632,Trung Khanh,Huyện Trùng Khánh,VN20311,NA,NA,NA,NA,NA,Cao Bang,Cao Bằng,VN203,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
633,Truong Sa,Huyện Trường Sa,VN51190,NA,NA,NA,NA,NA,Khanh Hoa,Khánh Hòa,VN511,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
634,Tu Ky,Huyện Tứ Kỳ,VN10715,NA,NA,NA,NA,NA,Hai Duong,Hải Dương,VN107,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
635,Tu Mo Rong,Huyện Tu Mơ Rông,VN60114,NA,NA,NA,NA,NA,Kon Tum,Kon Tum,VN601,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
636,Tu Nghia,Huyện Tư Nghĩa,VN50515,NA,NA,NA,NA,NA,Quang Ngai,Quảng Ngãi,VN505,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
637,Tu Son,Thị xã Từ Sơn,VN10608,NA,NA,NA,NA,NA,Bac Ninh,Bắc Ninh,VN106,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
638,Tua Chua,Huyện Tủa Chùa,VN30213,NA,NA,NA,NA,NA,Dien Bien,Điện Biên,VN302,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
639,Tuan Giao,Huyện Tuần Giáo,VN30215,NA,NA,NA,NA,NA,Dien Bien,Điện Biên,VN302,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
640,Tuong Duong,Huyện Tương Dương,VN40315,NA,NA,NA,NA,NA,Nghe An,Nghệ An,VN403,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
641,Tuy An,Huyện Tuy An,VN50907,NA,NA,NA,NA,NA,Phu Yen,Phú Yên,VN509,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
642,Tuy Duc,Huyện Tuy Đức,VN60634,NA,NA,NA,NA,NA,Dak Nong,Đăk Nông,VN606,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
643,Tuy Hoa,TP. Tuy Hòa,VN50901,NA,NA,NA,NA,NA,Phu Yen,Phú Yên,VN509,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
644,Tuy Phong,Huyện Tuy Phong,VN71503,NA,NA,NA,NA,NA,Binh Thuan,Bình Thuận,VN715,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
645,Tuy Phuoc,Huyện Tuy Phước,VN50719,NA,NA,NA,NA,NA,Binh Dinh,Bình Định,VN507,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
646,Tuyen Hoa,Huyện Tuyên Hóa,VN40703,NA,NA,NA,NA,NA,Quang Binh,Quảng Bình,VN407,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
647,Tuyen Quang,TP. Tuyên Quang,VN21101,NA,NA,NA,NA,NA,Tuyen Quang,Tuyên Quang,VN211,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
648,U Minh,Huyện U Minh,VN82305,NA,NA,NA,NA,NA,Ca Mau,Cà Mau,VN823,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
649,U Minh Thuong,Huyện U Minh Thượng,VN81325,NA,NA,NA,NA,NA,Kien Giang,Kiên Giang,VN813,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
650,Ung Hoa,Huyện Ứng Hòa,VN10149,NA,NA,NA,NA,NA,Ha Noi,TP. Hà Nội,VN101,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
651,Uong Bi,TP. Uông Bí,VN22505,NA,NA,NA,NA,NA,Quang Ninh,Quảng Ninh,VN225,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
652,Van Ban,Huyện Văn Bàn,VN20519,NA,NA,NA,NA,NA,Lao Cai,Lào Cai,VN205,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
653,Van Canh,Huyện Vân Canh,VN50721,NA,NA,NA,NA,NA,Binh Dinh,Bình Định,VN507,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
654,Van Chan,Huyện Văn Chấn,VN21315,NA,NA,NA,NA,NA,Yen Bai,Yên Bái,VN213,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
655,Van Don,Huyện Vân Đồn,VN22517,NA,NA,NA,NA,NA,Quang Ninh,Quảng Ninh,VN225,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
656,Van Giang,Huyện Văn Giang,VN10905,NA,NA,NA,NA,NA,Hung Yen,Hưng Yên,VN109,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
657,Van Ho,Huyện Vân Hồ,VN30320,NA,NA,NA,NA,NA,Son La,Sơn La,VN303,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
658,Van Lam,Huyện Văn Lâm,VN10902,NA,NA,NA,NA,NA,Hung Yen,Hưng Yên,VN109,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
659,Van Lang,Huyện Văn Lãng,VN20905,NA,NA,NA,NA,NA,Lang Son,Lạng Sơn,VN209,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
660,Van Ninh,Huyện Vạn Ninh,VN51103,NA,NA,NA,NA,NA,Khanh Hoa,Khánh Hòa,VN511,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
661,Van Quan,Huyện Văn Quan,VN20911,NA,NA,NA,NA,NA,Lang Son,Lạng Sơn,VN209,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
662,Van Yen,Huyện Văn Yên,VN21307,NA,NA,NA,NA,NA,Yen Bai,Yên Bái,VN213,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
663,Vi Thanh,TP. Vị Thanh,VN81601,NA,NA,NA,NA,NA,Hau Giang,Hậu Giang,VN816,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
664,Vi Thuy,Huyện Vị Thủy,VN81609,NA,NA,NA,NA,NA,Hau Giang,Hậu Giang,VN816,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
665,Vi Xuyen,Huyện Vị Xuyên,VN20115,NA,NA,NA,NA,NA,Ha Giang,Hà Giang,VN201,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
666,Viet Tri,TP. Việt Trì,VN21701,NA,NA,NA,NA,NA,Phu Tho,Phú Thọ,VN217,Viet Nam,Việt Nam,VN,1569888000000,1578009600000,NA
