OBJECTID,admin2Name_en,admin2Pcode,admin2RefName,admin2AltName1_en,admin2AltName2_en,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
116,Semporna,MY1219,NA,NA,NA,Sabah,MY12,Malaysia,MY,1606867200000,1613001600000,NA
117,Sepang,MY1709,NA,NA,NA,Selangor,MY17,Malaysia,MY,1606867200000,1613001600000,NA
118,Seremban,MY0706,NA,NA,NA,Negeri,MY07,Malaysia,MY,1606867200000,1613001600000,NA
119,Serian,MY1326,NA,NA,NA,Sarawak,MY13,Malaysia,MY,1606867200000,1613001600000,NA
120,Setiu,MY1507,NA,NA,NA,Terengganu,MY15,Malaysia,MY,1606867200000,1613001600000,NA
121,Sibu,MY1327,NA,NA,NA,Sarawak,MY13,Malaysia,MY,1606867200000,1613001600000,NA
122,Sik,MY0211,NA,NA,NA,Kedeh,MY02,Malaysia,MY,1606867200000,1613001600000,NA
123,Simunjan,MY1328,NA,NA,NA,Sarawak,MY13,Malaysia,MY,1606867200000,1613001600000,NA
124,Sipitang,MY1220,NA,NA,NA,Sabah,MY12,Malaysia,MY,1606867200000,1613001600000,NA
125,Song,MY1329,NA,NA,NA,Sarawak,MY13,Malaysia,MY,1606867200000,1613001600000,NA
126,Sri Aman,MY1330,NA,NA,NA,Sarawak,MY13,Malaysia,MY,1606867200000,1613001600000,NA
127,Tambunan,MY1221,NA,NA,NA,Sabah,MY12,Malaysia,MY,1606867200000,1613001600000,NA
128,Tampin,MY0707,NA,NA,NA,Negeri,MY07,Malaysia,MY,1606867200000,1613001600000,NA
129,Tanah Merah,MY0309,NA,NA,NA,Kelantan,MY03,Malaysia,MY,1606867200000,1613001600000,NA
130,Tatau,MY1331,NA,NA,NA,Sarawak,MY13,Malaysia,MY,1606867200000,1613001600000,NA
131,Tawau,MY1222,NA,NA,NA,Sabah,MY12,Malaysia,MY,1606867200000,1613001600000,NA
132,Temerloh,MY0811,NA,NA,NA,Pahang,MY08,Malaysia,MY,1606867200000,1613001600000,NA
133,Tenom,MY1223,NA,NA,NA,Sabah,MY12,Malaysia,MY,1606867200000,1613001600000,NA
134,Timur Laut,MY1105,NA,NA,NA,Pulau Pinang,MY11,Malaysia,MY,1606867200000,1613001600000,NA
135,Tongod,MY1224,NA,NA,NA,Sabah,MY12,Malaysia,MY,1606867200000,1613001600000,NA
136,Tuaran,MY1225,NA,NA,NA,Sabah,MY12,Malaysia,MY,1606867200000,1613001600000,NA
137,Tumpat,MY0310,NA,NA,NA,Kelantan,MY03,Malaysia,MY,1606867200000,1613001600000,NA
138,Ulu Langat,MY1702,NA,NA,NA,Selangor,MY17,Malaysia,MY,1606867200000,1613001600000,NA
139,Ulu Perak,MY0903,NA,NA,NA,Perak,MY09,Malaysia,MY,1606867200000,1613001600000,NA
140,Ulu Selangor,MY1703,NA,NA,NA,Selangor,MY17,Malaysia,MY,1606867200000,1613001600000,NA
141,W.P. Labuan,MY0501,NA,NA,NA,W.P. Labuan,MY05,Malaysia,MY,1606867200000,1613001600000,NA
142,W.P. Putrajaya,MY1601,NA,NA,NA,W.P. Putrajaya,MY16,Malaysia,MY,1606867200000,1613001600000,NA
143,WP. Kuala Lumpur,MY0401,NA,NA,NA,W.P. Kuala Lumpur,MY04,Malaysia,MY,1606867200000,1613001600000,NA
144,Yan,MY0212,NA,NA,NA,Kedeh,MY02,Malaysia,MY,1606867200000,1613001600000,NA
