OBJECTID,admin3Name_en,admin3Name_ru,admin3Name_ky,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_ru,admin3AltName2_ru,admin3AltName1_ky,admin3AltName2_ky,admin2Name_en,admin2Name_ru,admin2Name_ky,admin2Pcode,admin1Name_en,admin1Name_ru,admin1Name_ky,admin1Pcode,admin0Name_en,admin0Name_ru,admin0Name_ky,admin0Pcode,date,validOn,validTo,admin3Type_en,admin3Type_ru,admin3Type_ky
571,Lenin,Ленинский,Ленин,KG08203834000,NA,NA,NA,NA,NA,NA,NA,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
572,Leninpol′,Ленинпольский,Ленинполь,KG07220830000,Leninpol,NA,NA,NA,NA,NA,NA,Bakai-Ata,Бакай-Атинский,Бакай-Ата,KG07220000000,Talas,Таласская,Талас,KG07000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
573,Leylek,Лейлекский,Лейлек,KG05236816000,NA,NA,NA,NA,NA,NA,NA,Leilek,Лейлекский,Лейлек,KG05236000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
574,Lipenka,Липенский,Липенка,KG02210840000,NA,NA,NA,NA,NA,NA,NA,Jeti-Oguz,Жети-Огузский,Жети-Өгүз,KG02210000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
575,Logvinenko,Логвиненковский,Логвиненко,KG08206836000,NA,NA,NA,NA,NA,NA,NA,Ysyk-Ata,Ысык-Атинский,Ысык-Ата,KG08206000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
576,Lyuksemburg,Люксембургский,Люксембург,KG08206839000,NA,NA,NA,NA,NA,NA,NA,Ysyk-Ata,Ысык-Атинский,Ысык-Ата,KG08206000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
577,Mady,Мадынский,Мады,KG06226826000,NA,NA,NA,NA,NA,NA,NA,Kara-Suu,Кара-Сууский,Кара-Суу,KG06226000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
578,Maevka,Маевский,Маевка,KG08203838000,NA,NA,NA,NA,NA,NA,NA,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
579,Mangyt,Мангытский,Мангыт,KG06211812000,NA,NA,NA,NA,NA,NA,NA,Aravan,Араванский,Араван,KG06211000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
580,Margun,Маргунский,Маргун,KG05236806000,NA,NA,NA,NA,NA,NA,NA,Leilek,Лейлекский,Лейлек,KG05236000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
581,Markaz,Марказский,Марказ,KG05258834000,NA,NA,NA,NA,NA,NA,NA,Kadamjai,Кадамжайский,Кадамжай,KG05258000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
582,Massy,Массынский,Масы,KG03215836000,NA,NA,NA,NA,NA,NA,NA,Nooken,Ноокенский,Ноокен,KG03215000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
583,Mavlyanov,Мавляновский,Мавлянов,KG03211842000,NA,NA,NA,NA,NA,NA,NA,Aksy,Аксыйский,Аксы,KG03211000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
584,May,Майский,Май,KG07225826000,NA,NA,NA,NA,NA,NA,NA,Manas,Манасский,Манас,KG07225000000,Talas,Таласская,Талас,KG07000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
585,Maydan,Майданский,Майдан,KG05258830000,NA,NA,NA,NA,NA,NA,NA,Kadamjai,Кадамжайский,Кадамжай,KG05258000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
586,Maymak,Маймакский,Маймак,KG07215846000,NA,NA,NA,NA,NA,NA,NA,Kara-Buura,Кара-Бууринский,Кара-Буура,KG07215000000,Talas,Таласская,Талас,KG07000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
587,Mikhaylovka,Михайловский,Михайловка,KG02225841000,NA,NA,NA,NA,NA,NA,NA,Tup,Тюпский,Түп,KG02225000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
588,Milyanfan,Милянфанский,Милянфан,KG08206842000,NA,NA,NA,NA,NA,NA,NA,Ysyk-Ata,Ысык-Атинский,Ысык-Ата,KG08206000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
589,Min-Bulak,Мин-Булакский,Миң-Булак,KG04245835000,NA,NA,NA,NA,NA,NA,NA,Naryn,Нарынский,Нарын,KG04245000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
590,Min-Bulak,Мин-Булакский,Миң-Булак,KG07220833000,NA,NA,NA,NA,NA,NA,NA,Bakai-Ata,Бакай-Атинский,Бакай-Ата,KG07220000000,Talas,Таласская,Талас,KG07000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
591,Min-Kush,Мин-Кушский,Миң-Куш,KG04230840000,NA,NA,NA,NA,NA,NA,NA,Jumgal,Жумгальский,Жумгал,KG04230000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
592,Mogol,Моголский,Могол,KG03207842000,NA,NA,NA,NA,NA,NA,NA,Bazar-Korgon,Базар-Коргонский,Базар-Коргон,KG03207000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
593,Mombekov,Момбековский,Момбеков,KG03215840000,NA,NA,NA,NA,NA,NA,NA,Nooken,Ноокенский,Ноокен,KG03215000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
594,Myrza-Ake,Мырза-Акинский,Мырза-Аке,KG06255859000,NA,NA,NA,NA,NA,NA,NA,Uzgen,Узгенский,Өзгөн,KG06255000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
595,Nariman,Наримановский,Нариман,KG06226830000,NA,NA,NA,NA,NA,NA,NA,Kara-Suu,Кара-Сууский,Кара-Суу,KG06226000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
596,Nayman,Найманский,Найман,KG06242865000,NA,NA,NA,NA,NA,NA,NA,Nookat,Ноокатский,Ноокат,KG06242000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
597,Nazaraliev,Назаралиевский,Назаралиев,KG03211863000,NA,NA,NA,NA,NA,NA,NA,Aksy,Аксыйский,Аксы,KG03211000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
598,Nichke-Say,Ничке-Сайский,Ничке-Сай,KG03225821000,NA,NA,NA,NA,NA,NA,NA,Toktogul,Токтогульский,Токтогул,KG03225000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
599,Nijnechuy,Нижнечуйский,Төмөнкү Чүй,KG08222846000,NA,NA,NA,NA,NA,NA,NA,Sokuluk,Сокулукский,Сокулук,KG08222000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
600,Nizhnyaya Alaarcha,Нижнеаларчинский,Төмөнкү Ала-Арча,KG08203845000,NA,NA,NA,NA,NA,NA,NA,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
601,Nookat,Ноокатский,Ноокат,KG03215846000,NA,NA,NA,NA,NA,NA,NA,Nooken,Ноокенский,Ноокен,KG03215000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
602,Novopavlovka,Новопавловский,Новопавловка,KG08222849000,NA,NA,NA,NA,NA,NA,NA,Sokuluk,Сокулукский,Сокулук,KG08222000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
603,Novopokrovka,Новопокровский,Новопокровка,KG08206848000,NA,NA,NA,NA,NA,NA,NA,Ysyk-Ata,Ысык-Атинский,Ысык-Ата,KG08206000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
604,Novovoznesenovka,Нововознесеновский,Нововознесеновка,KG02205825000,NA,NA,NA,NA,NA,NA,NA,Ak-Suu,Ак-Суйский,Ак-Суу,KG02205000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
605,Nurjanov,Нуржановский,Нуржанов,KG07232832000,NA,NA,NA,NA,NA,NA,NA,Talas,Таласский,Талас,KG07232000000,Talas,Таласская,Талас,KG07000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
606,Nurmanbet,Нурманбетский,Нурманбет,KG08206816000,NA,NA,NA,NA,NA,NA,NA,Ysyk-Ata,Ысык-Атинский,Ысык-Ата,KG08206000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
607,Oktyabr′,Октябрьский,Октябрь,KG02205832000,Oktyabr,NA,NA,NA,NA,NA,NA,Ak-Suu,Ак-Суйский,Ак-Суу,KG02205000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
608,Oktyabr′,Октябрьский,Октябрь,KG08203852000,Oktyabr,NA,NA,NA,NA,NA,NA,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
609,Omuraliev,Омуралиевский,Өмүралиев,KG07232859000,NA,NA,NA,NA,NA,NA,NA,Talas,Таласский,Талас,KG07232000000,Talas,Таласская,Талас,KG07000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
610,On-Archa,Он-Арчинский,Он-Арча,KG04245840000,NA,NA,NA,NA,NA,NA,NA,Naryn,Нарынский,Нарын,KG04245000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
611,On-Eki-Bel,Он Эки-Бельский,Он-Эки-Бел,KG06242845000,NA,NA,NA,NA,NA,NA,NA,Nookat,Ноокатский,Ноокат,KG06242000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
612,Onbir-Djylga,Онбир-Джылгинский,Он Бир-Жылга,KG08223840000,NA,NA,NA,NA,NA,NA,NA,Chui,Чуйский,Чүй,KG08223000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
613,Orgochor,Оргочорский,Оргочор,KG02210845000,NA,NA,NA,NA,NA,NA,NA,Jeti-Oguz,Жети-Огузский,Жети-Өгүз,KG02210000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
614,Orlovka (city),Орловка,Орловка,KG08213600010,NA,NA,NA,NA,NA,NA,NA,Kemin,Кеминский,Кемин,KG08213000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,independent city,город районного значения,шаар
615,Orok,Орокский,Орок,KG08222856000,NA,NA,NA,NA,NA,NA,NA,Sokuluk,Сокулукский,Сокулук,KG08222000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
616,Oros,Ороский,Орос,KG07220843000,NA,NA,NA,NA,NA,NA,NA,Bakai-Ata,Бакай-Атинский,Бакай-Ата,KG07220000000,Talas,Таласская,Талас,KG07000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
617,Orozbekov,Орозбековский,Орозбеков,KG05258842000,NA,NA,NA,NA,NA,NA,NA,Kadamjai,Кадамжайский,Кадамжай,KG05258000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
618,Orto-Tokoy,Орто-Токой,Орто-Токой,KG02420510010,NA,NA,NA,NA,NA,NA,NA,Balykchy (city),г.Балыкчы,Балыкчы ш.,KG02420000010,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,semi-urban settlement,поселок городского типа,шаар тибиндеги посёлоктун (штп) белгиси
619,Ortoev,Ортоевский,Ортоев,KG08219830000,NA,NA,NA,NA,NA,NA,NA,Panfilov,Панфиловский,Панфилов,KG08219000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
620,Ortok,Ортокский,Орток,KG04245844000,NA,NA,NA,NA,NA,NA,NA,Naryn,Нарынский,Нарын,KG04245000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
621,Oruktu,Оруктунский,Өрүктү,KG03204847000,NA,NA,NA,NA,NA,NA,NA,Ala-Buka,Ала-Букинский,Ала-Бука,KG03204000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
622,Oryukti,Орюктинский,Өрүктү,KG02215850000,NA,NA,NA,NA,NA,NA,NA,Issyk-Kul,Иссык-Кульский,Ысык-Көл,KG02215000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
623,Osmonkulov,Осмонкуловский,Осмонкулов,KG07232847000,NA,NA,NA,NA,NA,NA,NA,Talas,Таласский,Талас,KG07232000000,Talas,Таласская,Талас,KG07000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
624,Otradnoe,Отрадненский,Отрадное,KG02205835000,NA,NA,NA,NA,NA,NA,NA,Ak-Suu,Ак-Суйский,Ак-Суу,KG02205000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
625,Otuz-Adyr,Отуз-Адырский,Отуз-Адыр,KG06226838000,NA,NA,NA,NA,NA,NA,NA,Kara-Suu,Кара-Сууский,Кара-Суу,KG06226000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
626,Oy-Tal,Ой-Талский,Ой-Тал,KG06246838000,NA,NA,NA,NA,NA,NA,NA,Kara-Kulja,Кара-Кулжинский,Кара-Кулжа,KG06246000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
627,Ozgeryush,Озгерюшский,Өзгөрүш,KG07220835000,NA,NA,NA,NA,NA,NA,NA,Bakai-Ata,Бакай-Атинский,Бакай-Ата,KG07220000000,Talas,Таласская,Талас,KG07000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
628,Papan,Папанский,Папан,KG06226842000,NA,NA,NA,NA,NA,NA,NA,Kara-Suu,Кара-Сууский,Кара-Суу,KG06226000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
629,Pervomay,Первомайский,Биринчи Май,KG03204850000,NA,NA,NA,NA,NA,NA,NA,Ala-Buka,Ала-Букинский,Ала-Бука,KG03204000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
630,Pervomay,Первомайский,Биринчи Май,KG08217828000,NA,NA,NA,NA,NA,NA,NA,Moscow,Московский,Москва,KG08217000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
631,Pervomay,Первомайский,Биринчи Май,KG08222860000,NA,NA,NA,NA,NA,NA,NA,Sokuluk,Сокулукский,Сокулук,KG08222000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
632,Petrovka,Петровский,Петровка,KG08217824000,NA,NA,NA,NA,NA,NA,NA,Moscow,Московский,Москва,KG08217000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
633,Pokrovka,Покровский,Покровка,KG07225833000,NA,NA,NA,NA,NA,NA,NA,Manas,Манасский,Манас,KG07225000000,Talas,Таласская,Талас,KG07000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
634,Poltavka,Полтавский,Полтавка,KG08209829000,NA,NA,NA,NA,NA,NA,NA,Jaiyl,Жайылский,Жайыл,KG08209000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
635,Predtechenka,Предтеченский,Предтеченка,KG08217832000,NA,NA,NA,NA,NA,NA,NA,Moscow,Московский,Москва,KG08217000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
636,Prigorodnoe,Пригородный,Пригородное,KG08203859000,NA,NA,NA,NA,NA,NA,NA,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
637,Pristan-Prejeval'sk,Пристань-Пржевальск,Пржевальск Пристаны,KG02410520010,Pristan-Prejevalsk,NA,NA,NA,NA,NA,NA,Karakol (city),г.Каракол,Каракол ш.,KG02410000010,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,semi-urban settlement,поселок городского типа,шаар тибиндеги посёлоктун (штп) белгиси
638,Sadovyy,Садовский,Садовый,KG08217837000,NA,NA,NA,NA,NA,NA,NA,Moscow,Московский,Москва,KG08217000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
639,Sadyr Ake,Садыр аке,Садыр Аке,KG02215810000,NA,NA,NA,NA,NA,NA,NA,Issyk-Kul,Иссык-Кульский,Ысык-Көл,KG02215000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
640,Sakaldi,Сакалдинский,Сакалды,KG03215851000,NA,NA,NA,NA,NA,NA,NA,Nooken,Ноокенский,Ноокен,KG03215000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
641,Salamalik,Саламаликский,Салам-Алик,KG06255865000,NA,NA,NA,NA,NA,NA,NA,Uzgen,Узгенский,Өзгөн,KG06255000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
642,Samarkandek,Самаркандекский,Самаркандек,KG05214846000,NA,NA,NA,NA,NA,NA,NA,Batken,Баткенский,Баткен,KG05214000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
643,San-Tash,Сан-Ташский,Сан-Таш,KG02225865000,NA,NA,NA,NA,NA,NA,NA,Tup,Тюпский,Түп,KG02225000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
644,Saray,Сарайский,Сарай,KG06226854000,NA,NA,NA,NA,NA,NA,NA,Kara-Suu,Кара-Сууский,Кара-Суу,KG06226000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
645,Sary-Bulak,Сары-Булакский,Сары-Булак,KG02225870000,NA,NA,NA,NA,NA,NA,NA,Tup,Тюпский,Түп,KG02225000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
646,Sary-Bulak,Сары-Булакский,Сары-Булак,KG04235830000,NA,NA,NA,NA,NA,NA,NA,Kochokor,Кочкорский,Кочкор,KG04235000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
647,Sary-Bulak,Сары-Булакский,Сары-Булак,KG06246849000,NA,NA,NA,NA,NA,NA,NA,Kara-Kulja,Кара-Кулжинский,Кара-Кулжа,KG06246000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
648,Sary-Bulak,Сары-Булакский,Сары-Булак,KG08209840000,NA,NA,NA,NA,NA,NA,NA,Jaiyl,Жайылский,Жайыл,KG08209000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
649,Sary-Bulun,Сары-Булунский,Сары-Булуң,KG03223820000,NA,NA,NA,NA,NA,NA,NA,Toguz-Toro,Тогуз-Тороуский,Тогуз-Торо,KG03223000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
