OBJECTID,admin3Name_en,admin3Name_ru,admin3Name_ky,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_ru,admin3AltName2_ru,admin3AltName1_ky,admin3AltName2_ky,admin2Name_en,admin2Name_ru,admin2Name_ky,admin2Pcode,admin1Name_en,admin1Name_ru,admin1Name_ky,admin1Pcode,admin0Name_en,admin0Name_ru,admin0Name_ky,admin0Pcode,date,validOn,validTo,admin3Type_en,admin3Type_ru,admin3Type_ky
306,Ak-Suu,Ак-Сууский,Ак-Суу,KG08217804000,NA,NA,NA,NA,NA,NA,NA,Moscow,Московский,Москва,KG08217000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
307,Ak-Tal,Ак-Талский,Ак-Тал,KG04210806000,NA,NA,NA,NA,NA,NA,NA,Ak-Tala,Ак-Талинский,Ак-Талаа,KG04210000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
308,Ak-Tala,Ак-Талинский,Ак-Талаа,KG04220808000,NA,NA,NA,NA,NA,NA,NA,Ak-Bashy,Ат-Башынский,Ат-Башы,KG04220000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
309,Ak-Tam,Ак-Тамский,Ак-Там,KG03204806000,NA,NA,NA,NA,NA,NA,NA,Ala-Buka,Ала-Букинский,Ала-Бука,KG03204000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
310,Ak-Tash,Ак-Ташский,Ак-Таш,KG06226804000,NA,NA,NA,NA,NA,NA,NA,Kara-Suu,Кара-Сууский,Кара-Суу,KG06226000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
311,Ak-Tatyr,Ак-Татырский,Ак-Татыр,KG05214849000,NA,NA,NA,NA,NA,NA,NA,Batken,Баткенский,Баткен,KG05214000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
312,Ak-Terek,Ак-Терекский,Ак-Терек,KG02220805000,NA,NA,NA,NA,NA,NA,NA,Ton,Тонский,Тоӊ,KG02220000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
313,Ak-Turpak,Ак-Турпакский,Ак-Турпак,KG05258804000,NA,NA,NA,NA,NA,NA,NA,Kadamjai,Кадамжайский,Кадамжай,KG05258000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
314,Ak-Tyuz,Ак-Тюзский,Ак-Түз,KG08213845000,NA,NA,NA,NA,NA,NA,NA,Kemin,Кеминский,Кемин,KG08213000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
315,Akman,Акманский,Акман,KG03207808000,NA,NA,NA,NA,NA,NA,NA,Bazar-Korgon,Базар-Коргонский,Базар-Коргон,KG03207000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
316,Aknazarov,Акназаровский,Акназаров,KG07220826000,NA,NA,NA,NA,NA,NA,NA,Bakai-Ata,Бакай-Атинский,Бакай-Ата,KG07220000000,Talas,Таласская,Талас,KG07000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
317,Ala-Archa,Ала-Арчинский,Ала-Арча,KG08203805000,NA,NA,NA,NA,NA,NA,NA,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
318,Ala-Buka,Ала-Букинский,Ала-Бука,KG03204808000,NA,NA,NA,NA,NA,NA,NA,Ala-Buka,Ала-Букинский,Ала-Бука,KG03204000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
319,Alamudun,Аламудунский,Аламүдүн,KG08203807000,NA,NA,NA,NA,NA,NA,NA,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
320,Alay (K.Belekbaeva),"Алайский, имени К.Белекбаева",К.Белекбаев атындагы Алай,KG06207804000,NA,NA,NA,NA,NA,NA,NA,Alai,Алайский,Алай,KG06207000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
321,Alaykuu,Алайкууский,Алайкуу,KG06246804000,NA,NA,NA,NA,NA,NA,NA,Kara-Kulja,Кара-Кулжинский,Кара-Кулжа,KG06246000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
322,Aldashev,Алдашевский,Алдашев,KG02210855000,NA,NA,NA,NA,NA,NA,NA,Jeti-Oguz,Жети-Огузский,Жети-Өгүз,KG02210000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
323,Aleksandrovka,Александровский,Александровка,KG08217809000,NA,NA,NA,NA,NA,NA,NA,Moscow,Московский,Москва,KG08217000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
324,Algin,Алгинский,Алга,KG05258808000,NA,NA,NA,NA,NA,NA,NA,Kadamjai,Кадамжайский,Кадамжай,KG05258000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
325,Allya Anarov,Алля Анаровский,Алля Анаров,KG06211807000,NA,NA,NA,NA,NA,NA,NA,Aravan,Араванский,Араван,KG06211000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
326,Almaly,Алмалинский,Алмалуу,KG08213804000,NA,NA,NA,NA,NA,NA,NA,Kemin,Кеминский,Кемин,KG08213000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
327,Amanbaev,Аманбаевский,Аманбаев,KG07215807000,NA,NA,NA,NA,NA,NA,NA,Kara-Buura,Кара-Бууринский,Кара-Буура,KG07215000000,Talas,Таласская,Талас,KG07000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
328,Anan'evo,Ананьевский,Ананьево,KG02215805000,Ananevo,NA,NA,NA,NA,NA,NA,Issyk-Kul,Иссык-Кульский,Ысык-Көл,KG02215000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
329,Aral,Аралский,Арал,KG02225810000,NA,NA,NA,NA,NA,NA,NA,Tup,Тюпский,Түп,KG02225000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
330,Aral,Аралский,Арал,KG03215804000,NA,NA,NA,NA,NA,NA,NA,Nooken,Ноокенский,Ноокен,KG03215000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
331,Aral,Аралский,Арал,KG07232804000,NA,NA,NA,NA,NA,NA,NA,Talas,Таласский,Талас,KG07232000000,Talas,Таласская,Талас,KG07000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
332,Aralbaev,Аралбаевский,Аралбаев,KG03225840000,NA,NA,NA,NA,NA,NA,NA,Toktogul,Токтогульский,Токтогул,KG03225000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
333,Arashan,Арашанский,Арашан,KG08203809000,NA,NA,NA,NA,NA,NA,NA,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
334,Arstanbap,Арстанбапский,Арстанбап,KG03207826000,NA,NA,NA,NA,NA,NA,NA,Bazar-Korgon,Базар-Коргонский,Базар-Коргон,KG03207000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
335,Asylbash,Асылбашский,Асылбаш,KG08222829000,NA,NA,NA,NA,NA,NA,NA,Sokuluk,Сокулукский,Сокулук,KG08222000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
336,At-Bashy,Ат-Башынский,Ат-Башы,KG04220812000,NA,NA,NA,NA,NA,NA,NA,Ak-Bashy,Ат-Башынский,Ат-Башы,KG04220000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
337,At-Bashy,Ат-Башынский,Ат-Башы,KG08222805000,NA,NA,NA,NA,NA,NA,NA,Sokuluk,Сокулукский,Сокулук,KG08222000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
338,Atay,Атайский,Атай,KG03223805000,NA,NA,NA,NA,NA,NA,NA,Toguz-Toro,Тогуз-Тороуский,Тогуз-Торо,KG03223000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
339,Avletim,Авлетимский,Авлетим,KG03211808000,NA,NA,NA,NA,NA,NA,NA,Aksy,Аксыйский,Аксы,KG03211000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
340,Aydaraliev,Айдаралиевский,Айдаралиев,KG07232829000,NA,NA,NA,NA,NA,NA,NA,Talas,Таласский,Талас,KG07232000000,Talas,Таласская,Талас,KG07000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
341,Aydarken (city),Айдаркен,Айдаркен,KG05258600010,NA,NA,NA,NA,NA,NA,NA,Kadamjai,Кадамжайский,Кадамжай,KG05258000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,independent city,город районного значения,шаар
342,Baetov,Баетовский,Баетов,KG04210809000,NA,NA,NA,NA,NA,NA,NA,Ak-Tala,Ак-Талинский,Ак-Талаа,KG04210000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
343,Bagysh,Багышский,Багыш,KG03220851000,NA,NA,NA,NA,NA,NA,NA,Suzak,Сузакский,Сузак,KG03220000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
344,Baitik,Байтик,Байтик,KG08203855000,NA,NA,NA,NA,NA,NA,NA,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
345,Bakayyr,Бакайырский,Бакайыр,KG07215815000,NA,NA,NA,NA,NA,NA,NA,Kara-Buura,Кара-Бууринский,Кара-Буура,KG07215000000,Talas,Таласская,Талас,KG07000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
346,Barpyn,Барпынский,Барпы,KG03220812000,NA,NA,NA,NA,NA,NA,NA,Suzak,Сузакский,Сузак,KG03220000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
347,Barskoon,Барскоонский,Барскоон,KG02210815000,NA,NA,NA,NA,NA,NA,NA,Jeti-Oguz,Жети-Огузский,Жети-Өгүз,KG02210000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
