OBJECTID,admin3Name_en,admin3Name_fr,admin3Name_ht,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_fr,admin3AltName2_fr,admin3AltName1_ht,admin3AltName2_ht,admin2Name_en,admin2Name_fr,admin2Name_ht,admin2Pcode,admin1Name_en,admin1Name_fr,admin1Name_ht,admin1Pcode,admin0Name_en,admin0Name_fr,admin0Name_ht,admin0Pcode,date,validOn,validTo
1,10e Section des Orangers,10e Section des Orangers, ,HT0131-10,NA,NA,NA,NA,NA,NA,NA,Croix-Des-Bouquets,Croix-Des-Bouquets, ,HT0131,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
2,10e Section des Palmes,10e Section des Palmes, ,HT0122-10,NA,NA,NA,NA,NA,NA,NA,Petit-Goave,Petit-Goâve, ,HT0122,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
3,10e Section Fond d'Oie,10e Section Fond d'Oie, ,HT0121-10,10e Section Fond dOie,NA,NA,NA,NA,NA,NA,Leogane,Léogâne, ,HT0121,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
4,10e Section Guirand,10e Section Guirand, ,HT0731-10,NA,NA,NA,NA,NA,NA,NA,Aquin,Aquin, ,HT0731,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
5,10e Section La Vanneau,10e Section La Vanneau, ,HT0211-10,NA,NA,NA,NA,NA,NA,NA,Jacmel,Jacmel, ,HT0211,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
6,10e Section Thor,10e Section Thor, ,HT0113-10,NA,NA,NA,NA,NA,NA,NA,Carrefour,Carrefour, ,HT0113,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
7,11e Section Gros Morne,11e Section Gros Morne, ,HT0121-11,NA,NA,NA,NA,NA,NA,NA,Leogane,Léogâne, ,HT0121,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
8,11e Section La Montagne,11e Section La Montagne, ,HT0211-11,NA,NA,NA,NA,NA,NA,NA,Jacmel,Jacmel, ,HT0211,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
9,11e Section Ravine Seche,11e Section Ravine Sèche, ,HT0122-11,NA,NA,NA,NA,NA,NA,NA,Petit-Goave,Petit-Goâve, ,HT0122,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
10,11e Section Riviere Froide,11e Section Rivière Froide, ,HT0113-11,NA,NA,NA,NA,NA,NA,NA,Carrefour,Carrefour, ,HT0113,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
11,12e Section Cormiers,12e Section Cormiers, ,HT0121-12,NA,NA,NA,NA,NA,NA,NA,Leogane,Léogâne, ,HT0121,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
12,12e Section des Fourques,12e Section des Fourques, ,HT0122-12,NA,NA,NA,NA,NA,NA,NA,Petit-Goave,Petit-Goâve, ,HT0122,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
13,12e Section Malanga,12e Section Malanga, ,HT0113-12,NA,NA,NA,NA,NA,NA,NA,Carrefour,Carrefour, ,HT0113,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
14,13e Section Corail Thor,13e Section Corail Thor, ,HT0113-13,NA,NA,NA,NA,NA,NA,NA,Carrefour,Carrefour, ,HT0113,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
15,13e Section Petit Harpon,13e Section Petit Harpon, ,HT0121-13,NA,NA,NA,NA,NA,NA,NA,Leogane,Léogâne, ,HT0121,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
16,1er Section Bouzi,1er Section Bouzi, ,HT1013-01,NA,NA,NA,NA,NA,NA,NA,Fonds des Negres,Fonds des Nègres, ,HT1013,Nippes,Nippes,Nip,HT10,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
17,1re Section Acaj ou Brûle No 1,1re Section Acaj ou Brûle No 1, ,HT0641-01,1re Section Acaj ou Brule No 1,NA,NA,NA,NA,NA,NA,Cerca La Source,Cerca La Source, ,HT0641,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
18,1re Section Anote ou 1re Tapion,1re Section Anote ou 1re Tapion, ,HT0814-01,NA,NA,NA,NA,NA,NA,NA,Moron,Moron, ,HT0814,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
19,1re Section Anse du Clerc,1re Section Anse du Clerc, ,HT0812-01,NA,NA,NA,NA,NA,NA,NA,Abricots,Abricots, ,HT0812,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
20,1re Section Bac a Soude,1re Section Bac à Soude, ,HT0343-01,NA,NA,NA,NA,NA,NA,NA,Ranquitte,Ranquitte, ,HT0343,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
21,1re Section Baconnois-Barreau,1re Section Baconnois-Barreau, ,HT1024-01,NA,NA,NA,NA,NA,NA,NA,Arnaud,Arnaud, ,HT1024,Nippes,Nippes,Nip,HT10,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
22,1re Section Baconnois-Grand-Fond,1re Section Baconnois-Grand-Fond, ,HT1021-01,NA,NA,NA,NA,NA,NA,NA,Anse-a-Veau,Anse-à-Veau, ,HT1021,Nippes,Nippes,Nip,HT10,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
23,1re Section Bais d'Orange,1re Section Bais d'Orange, ,HT0231-01,1re Section Bais dOrange,NA,NA,NA,NA,NA,NA,Belle Anse,Belle Anse, ,HT0231,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
24,1re Section Ballon,1re Section Ballon, ,HT0372-01,NA,NA,NA,NA,NA,NA,NA,Pilate,Pilate, ,HT0372,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
25,1re Section Bande du Nord,1re Section Bande du Nord, ,HT0311-01,NA,NA,NA,NA,NA,NA,NA,Cap-Haitien,Cap-Haïtien, ,HT0311,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
26,1re Section Barbois,1re Section Barbois, ,HT0721-01,NA,NA,NA,NA,NA,NA,NA,Port-Salut,Port-Salut, ,HT0721,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
27,1re Section Bariadelle,1re Section Bariadelle, ,HT0822-01,NA,NA,NA,NA,NA,NA,NA,Dame Marie,Dame Marie, ,HT0822,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
28,1re Section Bas Cap Rouge,1re Section Bas Cap Rouge, ,HT0211-01,NA,NA,NA,NA,NA,NA,NA,Jacmel,Jacmel, ,HT0211,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
29,1re Section Bas Coursin I,1re Section Bas Coursin I, ,HT0542-01,NA,NA,NA,NA,NA,NA,NA,Petite Riviere de l'Artibonite,Petite Rivière de l'Artibonite, ,HT0542,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
30,1re Section Bas de Sainte Anne,1re Section Bas de Sainte Anne, ,HT0922-01,NA,NA,NA,NA,NA,NA,NA,Anse-a-Foleur,Anse-à-Foleur, ,HT0922,North-West,Nord-Ouest,Nòdwès,HT09,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
31,1re Section Bas Maribahoux,1re Section Bas Maribahoux, ,HT0412-01,NA,NA,NA,NA,NA,NA,NA,Ferrier,Ferrier, ,HT0412,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
32,1re Section Basse Plaine,1re Section Basse Plaine, ,HT0312-01,NA,NA,NA,NA,NA,NA,NA,Quartier Morin,Quartier Morin, ,HT0312,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
33,1re Section Basse Plaine,1re Section Basse Plaine, ,HT0313-01,NA,NA,NA,NA,NA,NA,NA,Limonade,Limonade, ,HT0313,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
34,1re Section Basse Voldrogue,1re Section Basse Voldrogue, ,HT0811-01,NA,NA,NA,NA,NA,NA,NA,Jeremie,Jérémie, ,HT0811,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
35,1re Section Baudin,1re Section Baudin, ,HT0911-01,NA,NA,NA,NA,NA,NA,NA,Port-de-Paix,Port-de-Paix, ,HT0911,North-West,Nord-Ouest,Nòdwès,HT09,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
36,1re Section Beaulieu,1re Section Beaulieu, ,HT0743-01,NA,NA,NA,NA,NA,NA,NA,Roche a Bateau,Roche à Bâteau, ,HT0743,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
37,1re Section Beaumont,"1re Section Beaumont
1re  Section Beaumont
", ,HT0833-01,NA,NA,NA,NA,NA,NA,NA,Beaumont,Beaumont, ,HT0833,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
38,1re Section Bernagousse,1re Section Bernagousse, ,HT0834-01,NA,NA,NA,NA,NA,NA,NA,Pestel,Pestel, ,HT0834,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
39,1re Section Bino,1re Section Bino, ,HT0122-01,NA,NA,NA,NA,NA,NA,NA,Petit-Goave,Petit-Goâve, ,HT0122,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
40,1re Section Blactote,1re Section Blactote, ,HT0753-01,NA,NA,NA,NA,NA,NA,NA,Tiburon,Tiburon, ,HT0753,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
41,1re Section Boileau,1re Section Boileau, ,HT0733-01,NA,NA,NA,NA,NA,NA,NA,Cavaillon,Cavaillon, ,HT0733,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
42,1re Section Bois Camelle,1re Section Bois Camelle, ,HT0442-01,NA,NA,NA,NA,NA,NA,NA,Carice,Carice, ,HT0442,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
43,1re Section Bois Neuf,1re Section Bois Neuf, ,HT0341-01,NA,NA,NA,NA,NA,NA,NA,Saint-Raphael,Saint-Raphaël, ,HT0341,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
44,1re Section Bois Pin,1re Section Bois Pin, ,HT0332-01,NA,NA,NA,NA,NA,NA,NA,Bahon,Bahon, ,HT0332,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
45,1re Section Boucan Guillaume,1re Section Boucan Guillaume, ,HT0234-01,NA,NA,NA,NA,NA,NA,NA,Anse-a-Pitre,Anse-à-Pître, ,HT0234,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
46,1re Section Boucan Richard,1re Section Boucan Richard, ,HT0521-01,NA,NA,NA,NA,NA,NA,NA,Gros Morne,Gros Morne, ,HT0521,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
47,1re Section Boucassin,1re Section Boucassin, ,HT0141-01,NA,NA,NA,NA,NA,NA,NA,Arcahaie,Arcahaie, ,HT0141,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
48,1re Section Boucassin,1re Section Boucassin, ,HT0142-01,NA,NA,NA,NA,NA,NA,NA,Cabaret,Cabaret, ,HT0142,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
49,1re Section Bourdet,1re Section Bourdet, ,HT0711-01,NA,NA,NA,NA,NA,NA,NA,Les Cayes,Les Cayes, ,HT0711,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
50,1re Section Boury,1re Section Boury, ,HT0712-01,NA,NA,NA,NA,NA,NA,NA,Torbeck,Torbeck, ,HT0712,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
51,1re Section Bresilienne,1re Section Bresilienne, ,HT0221-01,NA,NA,NA,NA,NA,NA,NA,Bainet,Bainet, ,HT0221,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
52,1re Section Brostage,1re Section Brostage, ,HT0342-01,NA,NA,NA,NA,NA,NA,NA,Dondon,Dondon, ,HT0342,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
53,1re Section Cabral,1re Section Cabral, ,HT0613-01,NA,NA,NA,NA,NA,NA,NA,Thomonde,Thomonde, ,HT0613,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
54,1re Section Camp-Louise,1re Section Camp-Louise, ,HT0321-01,NA,NA,NA,NA,NA,NA,NA,Acul du Nord,Acul du Nord, ,HT0321,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
55,1re Section Canot ou Riviere Canot,1re Section Canot ou Rivière Canot, ,HT0622-01,NA,NA,NA,NA,NA,NA,NA,Saut d'Eau,Saut d'Eau, ,HT0622,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
56,1re Section Capotille,1re Section Capotille, ,HT0422-01,NA,NA,NA,NA,NA,NA,NA,Capotille,Capotille, ,HT0422,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
57,1re Section Carrefour Charles ou Jacqui,1re Section Carrefour Charles ou Jacqui, ,HT0832-01,NA,NA,NA,NA,NA,NA,NA,Roseaux,Roseaux, ,HT0832,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
58,1re Section Chalon,1re Section Chalon, ,HT1011-01,NA,NA,NA,NA,NA,NA,NA,Miragoane,Miragoâne, ,HT1011,Nippes,Nippes,Nip,HT10,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
59,1re Section Champin,1re Section Champin, ,HT0434-01,NA,NA,NA,NA,NA,NA,NA,Caracol,Caracol, ,HT0434,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
60,1re Section Chansolme,1re Section Chansolme, ,HT0914-01,NA,NA,NA,NA,NA,NA,NA,Chamsolme,Chamsolme, ,HT0914,North-West,Nord-Ouest,Nòdwès,HT09,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
61,1re Section Citerne Remy,1re Section Citerne Remy, ,HT0932-01,NA,NA,NA,NA,NA,NA,NA,Baie de Henne,Baie de Henne, ,HT0932,North-West,Nord-Ouest,Nòdwès,HT09,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
62,1re Section Colline des Chenes ou Bodarie,1re Section Colline des Chênes ou Bodarie, ,HT0232-01,NA,NA,NA,NA,NA,NA,NA,Grand Gosier,Grand Gosier, ,HT0232,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
63,1re Section Conde,1re Section Conde, ,HT0741-01,NA,NA,NA,NA,NA,NA,NA,Coteaux,Côteaux, ,HT0741,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
64,1re Section Corail Soult,1re Section Corail Soult, ,HT0212-01,NA,NA,NA,NA,NA,NA,NA,Marigot,Marigot, ,HT0212,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
65,1re Section Crete a Pins,1re Section Crête à Pins, ,HT0552-01,NA,NA,NA,NA,NA,NA,NA,Marmelade,Marmelade, ,HT0552,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
66,1re Section de Cotes de Fer,1re Section de Cotes de Fer, ,HT0931-01,NA,NA,NA,NA,NA,NA,NA,Mole Saint Nicolas,Môle Saint Nicolas, ,HT0931,North-West,Nord-Ouest,Nòdwès,HT09,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
67,1re Section de Desdunes,1re Section de Desdunes, ,HT0544-01,NA,NA,NA,NA,NA,NA,NA,Desdunes,Desdunes, ,HT0544,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
68,1re Section de Grande Plaine,1re Section de Grande Plaine, ,HT0352-01,NA,NA,NA,NA,NA,NA,NA,Port-Margot,Port-Margot, ,HT0352,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
69,1re Section de la Victoire,1re Section de la Victoire, ,HT0345-01,NA,NA,NA,NA,NA,NA,NA,La Victoire,La Victoire, ,HT0345,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
70,1re Section de Savanette (Colombier),1re Section de Savanette (Colombier), ,HT0633-01,NA,NA,NA,NA,NA,NA,NA,Savanette,Savanette, ,HT0633,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
71,1re Section Dejean,1re Section Dejean, ,HT0815-01,NA,NA,NA,NA,NA,NA,NA,Chambellan,Chambellan, ,HT0815,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
72,1re Section Deluge,1re Section Deluge, ,HT0531-01,NA,NA,NA,NA,NA,NA,NA,Saint-Marc,Saint-Marc, ,HT0531,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
73,1re Section des Varreux,1re Section des Varreux, ,HT0117-02,NA,NA,NA,NA,NA,NA,NA,Cite Soleil,Cité Soleil, ,HT0117,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
74,1re Section des Varreux,1re Section des Varreux, ,HT0131-01,NA,NA,NA,NA,NA,NA,NA,Croix-Des-Bouquets,Croix-Des-Bouquets, ,HT0131,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
75,1re Section Desormeau ou Bonbon,1re Section Desormeau ou Bonbon, ,HT0813-01,NA,NA,NA,NA,NA,NA,NA,Bonbon,Bonbon, ,HT0813,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
76,1re Section Dessources,1re Section Dessources, ,HT0121-01,NA,NA,NA,NA,NA,NA,NA,Leogane,Léogâne, ,HT0121,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
77,1re Section Doland,1re Section Doland, ,HT0522-01,NA,NA,NA,NA,NA,NA,NA,Terre Neuve,Terre Neuve, ,HT0522,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
78,1re Section Dumas,1re Section Dumas, ,HT0411-01,NA,NA,NA,NA,NA,NA,NA,Fort-Liberte,Fort-Liberté, ,HT0411,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
79,1re Section Duquillon,1re Section Duquillon, ,HT0831-01,NA,NA,NA,NA,NA,NA,NA,Corail,Corail, ,HT0831,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
80,1re Section Fond Blanc,1re Section Fond Blanc, ,HT0433-01,NA,NA,NA,NA,NA,NA,NA,Terrier Rouge,Terrier Rouge, ,HT0433,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
81,1re Section Fond des Lianes,1re Section Fond des Lianes, ,HT1012-01,NA,NA,NA,NA,NA,NA,NA,Petite Riviere de Nippes,Petite Rivière de Nippes, ,HT1012,Nippes,Nippes,Nip,HT10,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
82,1re Section Fonds-Verrettes,1re Section Fonds-Verrettes, ,HT0135-01,NA,NA,NA,NA,NA,NA,NA,Fonds-Verrettes,Fonds-Verrettes, ,HT0135,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
83,1re Section Fonds Palmiste,1re Section Fonds Palmiste, ,HT0713-01,NA,NA,NA,NA,NA,NA,NA,Chantal,Chantal, ,HT0713,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
84,1re Section Foulon,1re Section Foulon, ,HT0432-01,NA,NA,NA,NA,NA,NA,NA,Sainte Suzanne,Sainte Suzanne, ,HT0432,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
85,1re Section Galette Chambon,1re Section Galette Chambon, ,HT0133-01,NA,NA,NA,NA,NA,NA,NA,Ganthier,Ganthier, ,HT0133,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
86,1re Section Garcin,1re Section Garcin, ,HT0431-01,NA,NA,NA,NA,NA,NA,NA,Trou du Nord,Trou du Nord, ,HT0431,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
87,1re Section Garde Champetre (Bas Limbe),1re Section Garde Champètre (Bas Limbe), ,HT0362-01,NA,NA,NA,NA,NA,NA,NA,Bas Limbe,Bas Limbé, ,HT0362,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
88,1re Section Gascogne,1re Section Gascogne, ,HT0621-01,NA,NA,NA,NA,NA,NA,NA,Mirebalais,Mirebalais, ,HT0621,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
89,1re Section Gerin ou Mouton,1re Section Gerin ou Mouton, ,HT1031-01,NA,NA,NA,NA,NA,NA,NA,Baraderes,Baradères, ,HT1031,Nippes,Nippes,Nip,HT10,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
90,1re Section Gobert ou Colline Gobert,1re Section Gobert ou Colline Gobert, ,HT0371-01,NA,NA,NA,NA,NA,NA,NA,Plaisance,Plaisance, ,HT0371,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
91,1re Section Grand-Boucan,1re Section Grand-Boucan, ,HT1032-01,NA,NA,NA,NA,NA,NA,NA,Grand-Boucan,Grand-Boucan, ,HT1032,Nippes,Nippes,Nip,HT10,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
92,1re Section Grand Fonds,1re Section Grand Fonds, ,HT0732-01,NA,NA,NA,NA,NA,NA,NA,Saint Louis du Sud,Saint Louis du Sud, ,HT0732,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
93,1re Section Grand Gilles,1re Section Grand Gilles, ,HT0331-01,NA,NA,NA,NA,NA,NA,NA,Grande Riviere Du Nord,Grande Riviere Du Nord, ,HT0331,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
94,1re Section Grande Plaine,1re Section Grande Plaine, ,HT0132-01,NA,NA,NA,NA,NA,NA,NA,Thomazeau,Thomazeau, ,HT0132,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
95,1re Section Grandoit,1re Section Grandoit, ,HT0821-01,NA,NA,NA,NA,NA,NA,NA,Anse d'Hainault,Anse d'Hainault, ,HT0821,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
96,1re Section Gris Gris,1re Section Gris Gris, ,HT0222-01,NA,NA,NA,NA,NA,NA,NA,Cotes de Fer,Côtes de Fer, ,HT0222,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
97,1re Section Haut des Perches,1re Section Haut des Perches, ,HT0413-01,NA,NA,NA,NA,NA,NA,NA,Perches,Perches, ,HT0413,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
98,1re Section Haut Limbe ou Acul Jeannot,1re Section Haut Limbe ou Acul Jeannot, ,HT0361-01,NA,NA,NA,NA,NA,NA,NA,Limbe,Limbé, ,HT0361,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
99,1re Section Haut Maribahoux,1re Section Haut Maribahoux, ,HT0421-01,NA,NA,NA,NA,NA,NA,NA,Ouanaminthe,Ouanaminthe, ,HT0421,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
100,1re Section Île a Vache,1re Section Île à Vache, ,HT0716-01,1re Section Ile a Vache,NA,NA,NA,NA,NA,NA,Ile a Vache,Île à Vache, ,HT0716,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
101,1re Section Juanaria,1re Section Juanaria, ,HT0611-01,NA,NA,NA,NA,NA,NA,NA,Hinche,Hinche, ,HT0611,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
102,1re Section l'Arbre,1re Section l'Arbre, ,HT0523-01,1re Section lArbre,NA,NA,NA,NA,NA,NA,Anse Rouge,Anse Rouge, ,HT0523,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
103,1re Section l'Asile ou Nan Paul,1re Section l'Asile ou Nan Paul, ,HT1023-03,1re Section lAsile ou Nan Paul,NA,NA,NA,NA,NA,NA,L'Asile,L'Asile, ,HT1023,Nippes,Nippes,Nip,HT10,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
104,1re Section La Croix Perisse,1re Section La Croix Perisse, ,HT0513-01,NA,NA,NA,NA,NA,NA,NA,L'Estere,L'Estère, ,HT0513,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
105,1re Section La Plate,1re Section La Plate, ,HT0913-01,NA,NA,NA,NA,NA,NA,NA,Bassin Bleu,Bassin Bleu, ,HT0913,North-West,Nord-Ouest,Nòdwès,HT09,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
