OBJECTID,admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
168,Kambar Ali Khan,PK81501,NA,NA,NA,Qambar Shahdadkot,PK815,Sindh,PK8,Pakistan,PK,1543536000000,1545091200000,NA
169,Kamoke,PK60902,NA,NA,NA,Gujranwala,PK609,Punjab,PK6,Pakistan,PK,1543536000000,1545091200000,NA
170,Kan Mehtarzai,PK71602,NA,NA,NA,Killa Saifullah,PK716,Balochistan,PK7,Pakistan,PK,1543536000000,1545091200000,NA
171,Kandiaro,PK81302,NA,NA,NA,Naushahro Feroze,PK813,Sindh,PK8,Pakistan,PK,1543536000000,1545091200000,NA
172,Kanhdkot,PK80801,NA,NA,NA,Kashmore,PK808,Sindh,PK8,Pakistan,PK,1543536000000,1545091200000,NA
173,Kanraj,PK71805,NA,NA,NA,Las Bela,PK718,Balochistan,PK7,Pakistan,PK,1543536000000,1545091200000,NA
174,Karachi Central,PK80703,NA,NA,NA,Karachi City,PK807,Sindh,PK8,Pakistan,PK,1543536000000,1545091200000,NA
175,Karachi East,PK80705,NA,NA,NA,Karachi City,PK807,Sindh,PK8,Pakistan,PK,1543536000000,1545091200000,NA
176,Karachi South,PK80704,NA,NA,NA,Karachi City,PK807,Sindh,PK8,Pakistan,PK,1543536000000,1545091200000,NA
177,Karachi West,PK80702,NA,NA,NA,Karachi City,PK807,Sindh,PK8,Pakistan,PK,1543536000000,1545091200000,NA
178,Karak,PK21002,NA,NA,NA,Karak,PK210,Khyber Pakhtunkhwa,PK2,Pakistan,PK,1543536000000,1545091200000,NA
179,Karezat,PK72502,NA,NA,NA,Pishin,PK725,Balochistan,PK7,Pakistan,PK,1543536000000,1545091200000,NA
180,Karor Lal Esan,PK61802,NA,NA,NA,Layyah,PK618,Punjab,PK6,Pakistan,PK,1543536000000,1545091200000,NA
181,Kashmore,PK80802,NA,NA,NA,Kashmore,PK808,Sindh,PK8,Pakistan,PK,1543536000000,1545091200000,NA
182,Kasur,PK61402,NA,NA,NA,Kasur,PK614,Punjab,PK6,Pakistan,PK,1543536000000,1545091200000,NA
183,Katlang,PK21701,NA,NA,NA,Mardan,PK217,Khyber Pakhtunkhwa,PK2,Pakistan,PK,1543536000000,1545091200000,NA
184,Kazi Ahmed,PK81602,NA,NA,NA,Shaheed Benazirabad,PK816,Sindh,PK8,Pakistan,PK,1543536000000,1545091200000,NA
185,Kech,PK71204,NA,NA,NA,Kech,PK712,Balochistan,PK7,Pakistan,PK,1543536000000,1545091200000,NA
