OBJECTID,admin3Name_fr,admin3Pcode,admin3RefName,admin3AltName1_fr,admin3AltName2_fr,admin2Name_fr,admin2Pcode,admin1Name_fr,admin1Pcode,admin0Name_fr,admin0Pcode,date,validOn,validTo
551,Sasalbe,ML050612,NA,NA,NA,Mopti,ML0506,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
552,Sébécoro I,ML020509,Sebecoro I,NA,NA,Kolokani,ML0205,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
553,Sébékoro,ML010526,Sebekoro,NA,NA,Kita,ML0105,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
554,Sebete,ML020107,NA,NA,NA,Banamba,ML0201,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
555,Sébougou,ML040625,Sebougou,NA,NA,Ségou,ML0406,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
556,Séféto Nord,ML010527,Sefeto Nord,NA,NA,Kita,ML0105,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
557,Séféto Ouest,ML010528,Sefeto Ouest,NA,NA,Kita,ML0105,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
558,Ségala,ML010324,Segala,NA,NA,Kayes,ML0103,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
559,Ségou,ML040626,Segou,NA,NA,Ségou,ML0406,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
560,Ségué,ML050209,Segue,NA,NA,Bankass,ML0502,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
561,Ségué Iré,ML050118,Segue Ire,NA,NA,Bandiagara,ML0501,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
562,Séléfougou,ML020309,Selefougou,NA,NA,Kangaba,ML0203,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
563,Senko,ML010529,NA,NA,NA,Kita,ML0105,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
564,Sere Moussa Ani Samo de Siékorolé,ML030609,Sere Moussa Ani Samo de Siekorole,NA,NA,Yanfolila,ML0306,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
565,Sérere,ML060309,Serere,NA,NA,Gourma-Rharous,ML0603,Tombouctou,ML06,Mali (le),ML,1369958400000,1564704000000,NA
566,Séro Siamanou,ML010325,Sero Siamanou,NA,NA,Kayes,ML0103,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
567,Siadougou,ML040518,NA,NA,NA,San,ML0405,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
568,Sibila,ML040627,NA,NA,NA,Ségou,ML0406,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
569,Sibirila,ML030119,NA,NA,NA,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
570,Siby,ML020433,NA,NA,NA,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
571,Sidibela,ML010112,NA,NA,NA,Bafoulabe,ML0101,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
572,Sido,ML030120,NA,NA,NA,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
573,Sikasso,ML030536,NA,NA,NA,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
574,Simbi,ML010613,NA,NA,NA,Nioro,ML0106,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
575,Sincina,ML030426,NA,NA,NA,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
576,Sinkolo,ML030427,NA,NA,NA,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
577,Sio,ML050613,NA,NA,NA,Mopti,ML0506,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
578,Sirakoro,ML010530,NA,NA,NA,Kita,ML0105,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
579,Sirakorola,ML020607,NA,NA,NA,Koulikoro,ML0206,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
580,Siribala,ML040408,NA,NA,NA,Niono,ML0404,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
581,Sirifila Boundy,ML040409,NA,NA,NA,Niono,ML0404,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
582,Sitakily,ML010412,NA,NA,NA,Kéniéba,ML0104,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
583,Sobra,ML020434,NA,NA,NA,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
584,Socoura,ML050614,NA,NA,NA,Mopti,ML0506,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
585,Soignébougou,ML040628,Soignebougou,NA,NA,Ségou,ML0406,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
586,Sokolo,ML040410,NA,NA,NA,Niono,ML0404,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
587,Sokoura,ML050210,NA,NA,NA,Bankass,ML0502,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
588,Sokourani Missirikoro,ML030537,NA,NA,NA,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
589,Somankidy,ML010326,NA,NA,NA,Kayes,ML0103,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
590,Somasso,ML040214,NA,NA,NA,Bla,ML0402,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
591,Somo,ML040109,NA,NA,NA,Baraouéli,ML0401,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
592,Somo,ML040519,NA,NA,NA,San,ML0405,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
593,Songo Doubacoro,ML030428,NA,NA,NA,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
594,Songoua,ML030429,NA,NA,NA,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
595,Sony,ML010327,NA,NA,NA,Kayes,ML0103,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
596,Sony Aliber,ML070306,NA,NA,NA,Gao,ML0703,Gao,ML07,Mali (le),ML,1369958400000,1564704000000,NA
597,Sorobasso,ML030430,NA,NA,NA,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
598,Soroly,ML050119,NA,NA,NA,Bandiagara,ML0501,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
599,Souba,ML040629,NA,NA,NA,Ségou,ML0406,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
600,Soubala,ML050211,NA,NA,NA,Bankass,ML0502,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
601,Souboundou,ML060407,NA,NA,NA,Niafunké,ML0604,Tombouctou,ML06,Mali (le),ML,1369958400000,1564704000000,NA
602,Sougoulbe,ML050707,NA,NA,NA,Ténenkou,ML0507,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
603,Souleye,ML040310,NA,NA,NA,Macina,ML0403,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
604,Soumpi,ML060408,NA,NA,NA,Niafunké,ML0604,Tombouctou,ML06,Mali (le),ML,1369958400000,1564704000000,NA
605,Soumpou,ML010710,NA,NA,NA,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
606,Souransan Tomoto,ML010531,NA,NA,NA,Kita,ML0105,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
607,Sourountouna,ML040520,NA,NA,NA,San,ML0405,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
608,Soye,ML050615,NA,NA,NA,Mopti,ML0506,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
609,Sy,ML040521,NA,NA,NA,San,ML0405,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
610,Syen Toula,ML030121,NA,NA,NA,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
611,Taboye,ML070203,NA,NA,NA,Bourem,ML0702,Gao,ML07,Mali (le),ML,1369958400000,1564704000000,NA
612,Tafacirga,ML010328,NA,NA,NA,Kayes,ML0103,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
613,Tagandougou,ML030610,NA,NA,NA,Yanfolila,ML0306,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
614,Talataye,ML070105,NA,NA,NA,Ansongo,ML0701,Gao,ML07,Mali (le),ML,1369958400000,1564704000000,NA
615,Tamani,ML040110,NA,NA,NA,Baraouéli,ML0401,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
616,Tambaga,ML010532,NA,NA,NA,Kita,ML0105,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
617,Tao,ML030431,NA,NA,NA,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
618,Tarkint,ML070204,NA,NA,NA,Bourem,ML0702,Gao,ML07,Mali (le),ML,1369958400000,1564704000000,NA
619,Tedie,ML050415,NA,NA,NA,Douentza,ML0504,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
620,Télé,ML060213,Tele,NA,NA,Goundam,ML0602,Tombouctou,ML06,Mali (le),ML,1369958400000,1564704000000,NA
621,Tella,ML030538,NA,NA,NA,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
622,Téméra,ML070205,Temera,NA,NA,Bourem,ML0702,Gao,ML07,Mali (le),ML,1369958400000,1564704000000,NA
623,Téné,ML040522,Tene,NA,NA,San,ML0405,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
624,Teneni,ML040523,NA,NA,NA,San,ML0405,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
625,Ténenkou,ML050708,Tenenkou,NA,NA,Ténenkou,ML0507,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
626,Ténindougou,ML020221,Tenindougou,NA,NA,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
627,Tessalit,ML080302,NA,NA,NA,Tessalit,ML0803,Kidal,ML08,Mali (le),ML,1369958400000,1564704000000,NA
628,Tesserla,ML040111,NA,NA,NA,Baraouéli,ML0401,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
629,Tessit,ML070106,NA,NA,NA,Ansongo,ML0701,Gao,ML07,Mali (le),ML,1369958400000,1564704000000,NA
630,Tiakadougou Dialakoro,ML020435,NA,NA,NA,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
631,Tiankadi,ML030539,NA,NA,NA,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
632,Tidermène,ML070404,Tidermene,NA,NA,Ménaka,ML0704,Gao,ML07,Mali (le),ML,1369958400000,1564704000000,NA
633,Tiélé,ML020436,Tiele,NA,NA,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
634,Tiémala Banimonitié,ML030122,Tiemala Banimonitie,NA,NA,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
635,Tiemena,ML040215,NA,NA,NA,Bla,ML0402,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
636,Tienfala,ML020608,NA,NA,NA,Koulikoro,ML0206,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
637,Tienkour,ML060111,NA,NA,NA,Diré,ML0601,Tombouctou,ML06,Mali (le),ML,1369958400000,1564704000000,NA
638,Tilemsi,ML060214,NA,NA,NA,Goundam,ML0602,Tombouctou,ML06,Mali (le),ML,1369958400000,1564704000000,NA
639,Tilemsi,ML070307,NA,NA,NA,Gao,ML0703,Gao,ML07,Mali (le),ML,1369958400000,1564704000000,NA
640,Timiri,ML050120,NA,NA,NA,Bandiagara,ML0501,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
641,Timissa,ML040710,NA,NA,NA,Tominian,ML0407,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
642,Timtaghene,ML080303,NA,NA,NA,Tessalit,ML0803,Kidal,ML08,Mali (le),ML,1369958400000,1564704000000,NA
643,Tin Aicha,ML060215,NA,NA,NA,Goundam,ML0602,Tombouctou,ML06,Mali (le),ML,1369958400000,1564704000000,NA
