OBJECTID,admin2Name_en,admin2Name_fa,admin2Pcode,admin2RefName,admin2AltName1_en,admin2AltName2_en,admin2AltName1_fa,admin2AltName2_fa,admin1Name_en,admin1Name_fa,admin1Pcode,admin0Name_en,admin0Name_fa,admin0Pcode,date,validOn,validTo
321,Rabar,شهرستان رابر,IR013016,NA,NA,NA,NA,NA,Kerman,کرمان,IR013,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
322,Rafsanjan,شهرستان رفسنجان,IR013017,NA,NA,NA,NA,NA,Kerman,کرمان,IR013,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
323,Ramhormoz,شهرستان رامهرمز,IR015023,NA,NA,NA,NA,NA,Khuzestan,خوزستان,IR015,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
324,Ramian,شهرستان رامیان,IR008013,NA,NA,NA,NA,NA,Golestan,گلستان,IR008,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
325,Ramsar,شهرستان رامسر,IR020017,NA,NA,NA,NA,NA,Mazandaran,مازندران,IR020,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
326,Ramshir,شهرستان رامشیر,IR015024,NA,NA,NA,NA,NA,Khuzestan,خوزستان,IR015,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
327,Rasht,شهرستان رشت,IR007009,NA,NA,NA,NA,NA,Gilan,گیلان,IR007,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
328,Rashtkhar,شهرستان رشتخوار,IR024022,NA,NA,NA,NA,NA,Razavi Khorasan,خراسان رضوی,IR024,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
329,Ravansar,شهرستان روانسر,IR014010,NA,NA,NA,NA,NA,Kermanshah,کرمانشاه,IR014,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
330,Ravar,شهرستان راور,IR013018,NA,NA,NA,NA,NA,Kerman,کرمان,IR013,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
331,Razan,شهرستان رزن,IR009008,NA,NA,NA,NA,NA,Hamadan,همدان,IR009,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
332,Razo Jalgelan,شهرستان رازوجرگلان,IR021007,NA,NA,NA,NA,NA,North Khorasan,خراسان شمالی,IR021,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
333,Rey,شهرستان ری,IR028011,NA,NA,NA,NA,NA,Tehran,تهران,IR028,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
334,Rezvanshahr,شهرستان رضوانشهر,IR007010,NA,NA,NA,NA,NA,Gilan,گیلان,IR007,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
335,Rigan,شهرستان ریگان,IR013019,NA,NA,NA,NA,NA,Kerman,کرمان,IR013,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
336,Robat-Karim,شهرستان رباط کریم,IR028012,NA,NA,NA,NA,NA,Tehran,تهران,IR028,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
337,Romeshkan,شهرستان رومشکان,IR018010,NA,NA,NA,NA,NA,Lorestan,لرستان,IR018,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
338,Rostam,شهرستان رستم,IR006025,NA,NA,NA,NA,NA,Fars,فارس,IR006,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
339,Roudbar-e-Jonub,شهرستان رودبار جنوب,IR013020,NA,NA,NA,NA,NA,Kerman,کرمان,IR013,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
340,Rudan,شهرستان رودان,IR010012,NA,NA,NA,NA,NA,Hormozgan,هرمزگان,IR010,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
341,Rudbar,شهرستان رودبار,IR007011,NA,NA,NA,NA,NA,Gilan,گیلان,IR007,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
342,Rudsar,شهرستان رودسر,IR007012,NA,NA,NA,NA,NA,Gilan,گیلان,IR007,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
343,Sabzevar,شهرستان سبزوار,IR024023,NA,NA,NA,NA,NA,Razavi Khorasan,خراسان رضوی,IR024,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
344,Sahneh,شهرستان صحنه,IR014011,NA,NA,NA,NA,NA,Kermanshah,کرمانشاه,IR014,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
345,Salmas,شهرستان سلماس,IR029012,NA,NA,NA,NA,NA,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
346,Saman,شهرستان سامان,IR004008,NA,NA,NA,NA,NA,Chaharmahal and Bakhtiari,چهارمحال و بختیاری,IR004,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
347,Sannandaj,شهرستان سنندج,IR017008,NA,NA,NA,NA,NA,Kurdistan,کردستان,IR017,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
348,Saqqez,شهرستان سقز,IR017009,NA,NA,NA,NA,NA,Kurdistan,کردستان,IR017,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
349,Sarab,شهرستان سراب,IR005017,NA,NA,NA,NA,NA,East Azerbaijan,آذربایجان شرقی,IR005,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
350,Sarakhs,شهرستان سرخس,IR024024,NA,NA,NA,NA,NA,Razavi Khorasan,خراسان رضوی,IR024,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
351,Saravan,شهرستان سراوان,IR026014,NA,NA,NA,NA,NA,Sistan and Baluchestan,سیستان و بلوچستان,IR026,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
352,Sarayan,شهرستان سرایان,IR027008,NA,NA,NA,NA,NA,South Khorasan,خراسان جنوبی,IR027,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
