OBJECTID,admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
129,Komba Rural LLG,PG120431,NA,NA,NA,Kabwum District,PG1204,Morobe Province,PG12,Papua New Guinea,PG,1424736000000,1557273600000,NA
130,Kombiu Rural LLG,PG180416,NA,NA,NA,Rabaul District,PG1804,East New Britain Province,PG18,Papua New Guinea,PG,1424736000000,1557273600000,NA
131,Kome Rural LLG,PG120721,NA,NA,NA,Menyamya District,PG1207,Morobe Province,PG12,Papua New Guinea,PG,1424736000000,1557273600000,NA
132,Komo Rural LLG,PG210412,NA,NA,NA,Komo/Magarima District,PG2104,Hela Province,PG21,Papua New Guinea,PG,1424736000000,1557273600000,NA
133,Kompiam Rural LLG,PG080204,NA,NA,NA,Kompiam District,PG0802,Enga Province,PG08,Papua New Guinea,PG,1424736000000,1557273600000,NA
134,Konoagil Rural LLG,PG170207,NA,NA,NA,Namatanai District,PG1702,New Ireland Province,PG17,Papua New Guinea,PG,1424736000000,1557273600000,NA
135,Kotidanga Rural LLG,PG020105,NA,NA,NA,Kerema District,PG0201,Gulf Province,PG02,Papua New Guinea,PG,1424736000000,1557273600000,NA
136,Kotna Rural LLG,PG090214,NA,NA,NA,Dei District,PG0902,Western Highlands Province,PG09,Papua New Guinea,PG,1424736000000,1557273600000,NA
137,Kotte Rural LLG,PG120207,NA,NA,NA,Finschafen District,PG1202,Morobe Province,PG12,Papua New Guinea,PG,1424736000000,1557273600000,NA
138,Kove/Kaliai Rural LLG,PG190105,NA,NA,NA,Kandrian/Gloucester District,PG1901,West New Britain Province,PG19,Papua New Guinea,PG,1424736000000,1557273600000,NA
139,Kovon LLG,PG130317,NA,NA,NA,Middle Ramu District,PG1303,Madang Province,PG13,Papua New Guinea,PG,1424736000000,1557273600000,NA
140,Kuare Rural LLG,PG070310,NA,NA,NA,Kagua/Erave District,PG0703,Southern Highlands Province,PG07,Papua New Guinea,PG,1424736000000,1557273600000,NA
141,Kundiawa Urban LLG,PG100513,NA,NA,NA,Kundiawa/Gembogl District,PG1005,Chimbu (Simbu) Province,PG10,Papua New Guinea,PG,1424736000000,1557273600000,NA
142,Kunua LLG,PG200102,NA,NA,NA,North Bougainville District,PG2001,Autonomous Region of Bougainville,PG20,Papua New Guinea,PG,1424736000000,1557273600000,NA
143,Kup Rural LLG,PG100412,NA,NA,NA,Kerowagi District,PG1004,Chimbu (Simbu) Province,PG10,Papua New Guinea,PG,1424736000000,1557273600000,NA
144,Labuta Rural LLG,PG120823,NA,NA,NA,Nawae District,PG1208,Morobe Province,PG12,Papua New Guinea,PG,1424736000000,1557273600000,NA
145,Lae Urban LLG,PG120516,NA,NA,NA,Lae District,PG1205,Morobe Province,PG12,Papua New Guinea,PG,1424736000000,1557273600000,NA
146,Lagaip Rural LLG,PG080306,NA,NA,NA,Lagaip/Pogera District,PG0803,Enga Province,PG08,Papua New Guinea,PG,1424736000000,1557273600000,NA
147,Lai Valley Rural LLG,PG070619,NA,NA,NA,Mendi/Munihu District,PG0706,Southern Highlands Province,PG07,Papua New Guinea,PG,1424736000000,1557273600000,NA
148,Lake Kopiago Rural LLG,PG210515,NA,NA,NA,Koroba/Kopiago District,PG2105,Hela Province,PG21,Papua New Guinea,PG,1424736000000,1557273600000,NA
149,Lake Kutubu Rural LLG,PG070722,NA,NA,NA,Nipa/Kutubu District,PG0707,Southern Highlands Province,PG07,Papua New Guinea,PG,1424736000000,1557273600000,NA
150,Lake Murray Rural LLG,PG010104,NA,NA,NA,Middle Fly District,PG0101,Western Province,PG01,Papua New Guinea,PG,1424736000000,1557273600000,NA
151,Lakekamu-Tauri Rural LLG,PG020106,NA,NA,NA,Kerema District,PG0201,Gulf Province,PG02,Papua New Guinea,PG,1424736000000,1557273600000,NA
152,Lamari Rural LLG,PG110608,NA,NA,NA,Obura/Wonenara District,PG1106,Eastern Highlands Province,PG11,Papua New Guinea,PG,1424736000000,1557273600000,NA
153,Lassul Baining Rural LLG,PG180103,NA,NA,NA,Gazelle District,PG1801,East New Britain Province,PG18,Papua New Guinea,PG,1424736000000,1557273600000,NA
