OBJECTID,admin3Name_en,admin3Name_th,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_th,admin3AltName2_th,admin2Name_en,admin2Name_th,admin2Pcode,admin1Name_en,admin1Name_th,admin1Pcode,admin0Name_en,admin0Name_th,admin0Pcode,date,validOn,validTo
124,Ban Han,บ้านหัน,TH360402,NA,NA,NA,NA,NA,Kaset Sombun,เกษตรสมบูรณ์,TH3604,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
125,Ban Han,บ้านหัน,TH402503,NA,NA,NA,NA,NA,Non Sila,โนนศิลา,TH4025,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
126,Ban Han,บ้านหาร,TH901404,NA,NA,NA,NA,NA,Bang Klam,บางกล่ำ,TH9014,Songkhla,สงขลา,TH90,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
127,Ban Hat,บ้านหาด,TH760602,NA,NA,NA,NA,NA,Ban Lat,บ้านลาด,TH7606,Phetchaburi,เพชรบุรี,TH76,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
128,Ban Hin Ngom,บ้านหินโงม,TH412006,NA,NA,NA,NA,NA,Sang Khom,สร้างคอม,TH4120,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
129,Ban Hip,บ้านหีบ,TH141404,NA,NA,NA,NA,NA,Uthai,อุทัย,TH1414,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,TH14,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
130,Ban Hoi,บ้านหอย,TH250703,NA,NA,NA,NA,NA,Prachantakham,ประจันตคาม,TH2507,Prachin Buri,ปราจีนบุรี,TH25,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
131,Ban Hong,บ้านโฮ่ง,TH510301,NA,NA,NA,NA,NA,Ban Hong,บ้านโฮ่ง,TH5103,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
132,Ban Huat,บ้านหวด,TH520509,NA,NA,NA,NA,NA,Ngao,งาว,TH5205,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
133,Ban It,บ้านอิฐ,TH150108,NA,NA,NA,NA,NA,Mueang Ang Thong,เมืองอ่างทอง,TH1501,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
134,Ban Kaeng,บ้านแก่ง,TH530202,NA,NA,NA,NA,NA,Tron,ตรอน,TH5302,Uttaradit,อุตรดิตถ์,TH53,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
135,Ban Kaeng,บ้านแก่ง,TH600111,NA,NA,NA,NA,NA,Mueang Nakhon Sawan,เมืองนครสวรรค์,TH6001,Nakhon Sawan,นครสวรรค์,TH60,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
136,Ban Kaeng,บ้านแก่ง,TH640510,NA,NA,NA,NA,NA,Si Satchanalai,ศรีสัชนาลัย,TH6405,Sukhothai,สุโขทัย,TH64,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
137,Ban Kaeng,บ้านแก้ง,TH191302,NA,NA,NA,NA,NA,Chaloem Phra Kiat,เฉลิมพระเกียรติ,TH1913,Saraburi,สระบุรี,TH19,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
138,Ban Kaeng,บ้านแก้ง,TH270102,NA,NA,NA,NA,NA,Mueang Sa Kaeo,เมืองสระแก้ว,TH2701,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
139,Ban Kaeng,บ้านแก้ง,TH361004,NA,NA,NA,NA,NA,Phu Khiao,ภูเขียว,TH3610,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
140,Ban Kaeng,บ้านแก้ง,TH361204,NA,NA,NA,NA,NA,Kaeng Khro,แก้งคร้อ,TH3612,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
141,Ban Kaeng,บ้านแก้ง,TH480712,NA,NA,NA,NA,NA,Na Kae,นาแก,TH4807,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
142,Ban Kaeng,บ้านแก้ง,TH490307,NA,NA,NA,NA,NA,Don Tan,ดอนตาล,TH4903,Mukdahan,มุกดาหาร,TH49,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
143,Ban Kao,บ้านเก่า,TH200507,NA,NA,NA,NA,NA,Phan Thong,พานทอง,TH2005,Chon Buri,ชลบุรี,TH20,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
144,Ban Kao,บ้านเก่า,TH300806,NA,NA,NA,NA,NA,Dan Khun Thot,ด่านขุนทด,TH3008,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
145,Ban Kao,บ้านเก่า,TH610405,NA,NA,NA,NA,NA,Nong Chang,หนองฉาง,TH6104,Uthai Thani,อุทัยธานี,TH61,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
146,Ban Kao,บ้านเก่า,TH710113,NA,NA,NA,NA,NA,Mueang Kanchanaburi,เมืองกาญจนบุรี,TH7101,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
147,Ban Kat,บ้านกาด,TH502201,NA,NA,NA,NA,NA,Mae Wang,แม่วาง,TH5022,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
148,Ban Kat,บ้านกาศ,TH540408,NA,NA,NA,NA,NA,Sung Men,สูงเม่น,TH5404,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
149,Ban Kat,บ้านกาศ,TH580401,NA,NA,NA,NA,NA,Mae Sariang,แม่สะเรียง,TH5804,Mae Hong Son,แม่ฮ่องสอน,TH58,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
150,Ban Kha,บ้านข่า,TH480806,NA,NA,NA,NA,NA,Si Songkhram,ศรีสงคราม,TH4808,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
151,Ban Kha,บ้านคา,TH701001,NA,NA,NA,NA,NA,Ban Kha,บ้านคา,TH7010,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
152,Ban Kha,บ้านค่า,TH520115,NA,NA,NA,NA,NA,Mueang Lampang,เมืองลำปาง,TH5201,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
153,Ban Khae,บ้านแค,TH140803,NA,NA,NA,NA,NA,Phak Hai,ผักไห่,TH1408,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,TH14,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
154,Ban Khaem,บ้านแขม,TH341919,NA,NA,NA,NA,NA,Phibun Mangsahan,พิบูลมังสาหาร,TH3419,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
155,Ban Khai,บ้านค่าย,TH210501,NA,NA,NA,NA,NA,Ban Khai,บ้านค่าย,TH2105,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
156,Ban Khai,บ้านค่าย,TH360105,NA,NA,NA,NA,NA,Mueang Chaiyaphum,เมืองชัยภูมิ,TH3601,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
157,Ban Kham,บ้านขาม,TH360603,NA,NA,NA,NA,NA,Chatturat,จัตุรัส,TH3606,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
158,Ban Kham,บ้านขาม,TH390106,NA,NA,NA,NA,NA,Mueang Nong Bua Lam Phu,เมืองหนองบัวลำภู,TH3901,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
159,Ban Kham,บ้านขาม,TH400707,NA,NA,NA,NA,NA,Nam Phong,น้ำพอง,TH4007,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
160,Ban Khao,บ้านขาว,TH410103,NA,NA,NA,NA,NA,Mueang Udon Thani,เมืองอุดรธานี,TH4101,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
161,Ban Khao,บ้านขาว,TH900711,NA,NA,NA,NA,NA,Ranot,ระโนด,TH9007,Songkhla,สงขลา,TH90,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
162,Ban Khlang,บ้านคลัง,TH140507,NA,NA,NA,NA,NA,Bang Ban,บางบาล,TH1405,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,TH14,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
163,Ban Khlo,บ้านขล้อ,TH140717,NA,NA,NA,NA,NA,Bang Pahan,บางปะหัน,TH1407,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,TH14,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
164,Ban Khlong,บ้านคลอง,TH650114,NA,NA,NA,NA,NA,Mueang Phitsanulok,เมืองพิษณุโลก,TH6501,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
165,Ban Khlong Suan,บ้านคลองสวน,TH110502,NA,NA,NA,NA,NA,Phra Samut Chedi,พระสมุทรเจดีย์,TH1105,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
166,Ban Kho,บ้านขอ,TH521302,NA,NA,NA,NA,NA,Mueang Pan,เมืองปาน,TH5213,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
167,Ban Kho,บ้านค้อ,TH390305,NA,NA,NA,NA,NA,Non Sang,โนนสัง,TH3903,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
168,Ban Kho,บ้านค้อ,TH400110,NA,NA,NA,NA,NA,Mueang Khon Kaen,เมืองขอนแก่น,TH4001,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
169,Ban Kho,บ้านค้อ,TH411712,NA,NA,NA,NA,NA,Ban Phue,บ้านผือ,TH4117,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
170,Ban Kho,บ้านค้อ,TH481005,NA,NA,NA,NA,NA,Phon Sawan,โพนสวรรค์,TH4810,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
171,Ban Kho,บ้านค้อ,TH490506,NA,NA,NA,NA,NA,Khamcha-I,คำชะอี,TH4905,Mukdahan,มุกดาหาร,TH49,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
172,Ban Khoi,บ้านข่อย,TH160118,NA,NA,NA,NA,NA,Mueang Lop Buri,เมืองลพบุรี,TH1601,Lop Buri,ลพบุรี,TH16,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
173,Ban Khok,บ้านโคก,TH390502,NA,NA,NA,NA,NA,Suwannakhuha,สุวรรณคูหา,TH3905,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
174,Ban Khok,บ้านโคก,TH402201,NA,NA,NA,NA,NA,Khok Pho Chai,โคกโพธิ์ไชย,TH4022,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
175,Ban Khok,บ้านโคก,TH402302,NA,NA,NA,NA,NA,Nong Na Kham,หนองนาคำ,TH4023,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
176,Ban Khok,บ้านโคก,TH412004,NA,NA,NA,NA,NA,Sang Khom,สร้างคอม,TH4120,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
177,Ban Khok,บ้านโคก,TH490103,NA,NA,NA,NA,NA,Mueang Mukdahan,เมืองมุกดาหาร,TH4901,Mukdahan,มุกดาหาร,TH49,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
178,Ban Khok,บ้านโคก,TH530602,NA,NA,NA,NA,NA,Ban Khok,บ้านโคก,TH5306,Uttaradit,อุตรดิตถ์,TH53,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
179,Ban Khok,บ้านโคก,TH670109,NA,NA,NA,NA,NA,Mueang Phetchabun,เมืองเพชรบูรณ์,TH6701,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
180,Ban Khon,บ้านโคน,TH530708,NA,NA,NA,NA,NA,Phichai,พิชัย,TH5307,Uttaradit,อุตรดิตถ์,TH53,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
181,Ban Khong,บ้านโข้ง,TH720910,NA,NA,NA,NA,NA,U Thong,อู่ทอง,TH7209,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
182,Ban Khong,บ้านฆ้อง,TH700706,NA,NA,NA,NA,NA,Photharam,โพธาราม,TH7007,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
183,Ban Khot,บ้านโขด,TH200103,NA,NA,NA,NA,NA,Mueang Chon Buri,เมืองชลบุรี,TH2001,Chon Buri,ชลบุรี,TH20,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
184,Ban Khrua,บ้านครัว,TH190608,NA,NA,NA,NA,NA,Ban Mo,บ้านหมอ,TH1906,Saraburi,สระบุรี,TH19,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
185,Ban Khu,บ้านคู,TH311302,NA,NA,NA,NA,NA,Na Pho,นาโพธิ์,TH3113,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
186,Ban Khuan,บ้านควน,TH860406,NA,NA,NA,NA,NA,Lang Suan,หลังสวน,TH8604,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
187,Ban Khuan,บ้านควน,TH910104,NA,NA,NA,NA,NA,Mueang Satun,เมืองสตูล,TH9101,Satun,สตูล,TH91,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
188,Ban Khuan,บ้านควน,TH920105,NA,NA,NA,NA,NA,Mueang Trang,เมืองตรัง,TH9201,Trang,ตรัง,TH92,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
189,Ban Khuan Mut,บ้านควนมุด,TH801901,NA,NA,NA,NA,NA,Chulabhorn,จุฬาภรณ์,TH8019,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
190,Ban Khueang,บ้านเขือง,TH451806,NA,NA,NA,NA,NA,Chiang Khwan,เชียงขวัญ,TH4518,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
191,Ban Khwang,บ้านขวาง,TH141510,NA,NA,NA,NA,NA,Maha Rat,มหาราช,TH1415,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,TH14,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
192,Ban Khwao,บ้านเขว้า,TH360201,NA,NA,NA,NA,NA,Ban Khwao,บ้านเขว้า,TH3602,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
193,Ban Kio,บ้านกิ่ว,TH521004,NA,NA,NA,NA,NA,Mae Tha,แม่ทะ,TH5210,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
194,Ban Klang,บ้านกลาง,TH130103,NA,NA,NA,NA,NA,Mueang Pathum Thani,เมืองปทุมธานี,TH1301,Pathum Thani,ปทุมธานี,TH13,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
195,Ban Klang,บ้านกลาง,TH480109,NA,NA,NA,NA,NA,Mueang Nakhon Phanom,เมืองนครพนม,TH4801,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
196,Ban Klang,บ้านกลาง,TH501207,NA,NA,NA,NA,NA,San Pa Tong,สันป่าตอง,TH5012,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
197,Ban Klang,บ้านกลาง,TH510112,NA,NA,NA,NA,NA,Mueang Lamphun,เมืองลำพูน,TH5101,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
198,Ban Klang,บ้านกลาง,TH540602,NA,NA,NA,NA,NA,Song,สอง,TH5406,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
199,Ban Klang,บ้านกลาง,TH650804,NA,NA,NA,NA,NA,Wang Thong,วังทอง,TH6508,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
200,Ban Klang,บ้านกลาง,TH670319,NA,NA,NA,NA,NA,Lom Sak,หล่มสัก,TH6703,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
201,Ban Klang,บ้านกลาง,TH800604,NA,NA,NA,NA,NA,Chian Yai,เชียรใหญ่,TH8006,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
202,Ban Klang,บ้านกลาง,TH810509,NA,NA,NA,NA,NA,Ao Luek,อ่าวลึก,TH8105,Krabi,กระบี่,TH81,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
203,Ban Klang,บ้านกลาง,TH940409,NA,NA,NA,NA,NA,Panare,ปะนาเระ,TH9404,Pattani,ปัตตานี,TH94,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
204,Ban Klap,บ้านกลับ,TH190802,NA,NA,NA,NA,NA,Nong Don,หนองโดน,TH1908,Saraburi,สระบุรี,TH19,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
205,Ban Kluai,บ้านกล้วย,TH160603,NA,NA,NA,NA,NA,Ban Mi,บ้านหมี่,TH1606,Lop Buri,ลพบุรี,TH16,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
206,Ban Kluai,บ้านกล้วย,TH180102,NA,NA,NA,NA,NA,Mueang Chai Nat,เมืองชัยนาท,TH1801,Chai Nat,ชัยนาท,TH18,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
207,Ban Kluai,บ้านกล้วย,TH640106,NA,NA,NA,NA,NA,Mueang Sukhothai,เมืองสุโขทัย,TH6401,Sukhothai,สุโขทัย,TH64,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
