OBJECTID,admin3Name_en,admin3Name_th,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_th,admin3AltName2_th,admin2Name_en,admin2Name_th,admin2Pcode,admin1Name_en,admin1Name_th,admin1Pcode,admin0Name_en,admin0Name_th,admin0Pcode,date,validOn,validTo
6486,Tha Kok Daeng,ท่ากกแดง,TH380403,NA,NA,NA,NA,NA,Seka,เซกา,TH3804,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6487,Tha Kon,ท่าก้อน,TH471105,NA,NA,NA,NA,NA,Akat Amnuai,อากาศอำนวย,TH4711,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6488,Tha Krachap,ท่ากระชับ,TH730306,NA,NA,NA,NA,NA,Nakhon Chai Si,นครชัยศรี,TH7303,Nakhon Pathom,นครปฐม,TH73,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6489,Tha Kradan,ท่ากระดาน,TH240802,NA,NA,NA,NA,NA,Sanam Chai Khet,สนามชัยเขต,TH2408,Chachoengsao,ฉะเชิงเทรา,TH24,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6490,Tha Kradan,ท่ากระดาน,TH710404,NA,NA,NA,NA,NA,Si Sawat,ศรีสวัสดิ์,TH7104,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6491,Tha Kradan,ท่ากระดาน,TH840807,NA,NA,NA,NA,NA,Khiri Rat Nikhom,คีรีรัฐนิคม,TH8408,Surat Thani,สุราษฎร์ธานี,TH84,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6492,Tha Krasoem,ท่ากระเสริม,TH400710,NA,NA,NA,NA,NA,Nam Phong,น้ำพอง,TH4007,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6493,Tha Kum,ท่ากุ่ม,TH230111,NA,NA,NA,NA,NA,Mueang Trat,เมืองตราด,TH2301,Trat,ตราด,TH23,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6494,Tha Kup,ท่ากูบ,TH361602,NA,NA,NA,NA,NA,Sap Yai,ซับใหญ่,TH3616,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6495,Tha Kwang,ท่ากว้าง,TH501908,NA,NA,NA,NA,NA,Saraphi,สารภี,TH5019,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6496,Tha Kwian,ท่าเกวียน,TH270502,NA,NA,NA,NA,NA,Watthana Nakhon,วัฒนานคร,TH2705,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6497,Tha Laeng,ท่าแลง,TH760514,NA,NA,NA,NA,NA,Tha Yang,ท่ายาง,TH7605,Phetchaburi,เพชรบุรี,TH76,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6498,Tha Lat,ท่าลาด,TH301703,NA,NA,NA,NA,NA,Chum Phuang,ชุมพวง,TH3017,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6499,Tha Lat,ท่าลาด,TH341504,NA,NA,NA,NA,NA,Warin Chamrap,วารินชำราบ,TH3415,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6500,Tha Lat,ท่าลาด,TH480603,NA,NA,NA,NA,NA,Renu Nakhon,เรณูนคร,TH4806,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6501,Tha Lat Khao,ท่าลาดขาว,TH300705,NA,NA,NA,NA,NA,Chok Chai,โชคชัย,TH3007,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6502,Tha Li,ท่าลี่,TH410414,NA,NA,NA,NA,NA,Kumphawapi,กุมภวาปี,TH4104,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6503,Tha Li,ท่าลี่,TH420801,NA,NA,NA,NA,NA,Tha Li,ท่าลี่,TH4208,Loei,เลย,TH42,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6504,Tha Lo,ท่าล้อ,TH710604,NA,NA,NA,NA,NA,Tha Muang,ท่าม่วง,TH7106,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6505,Tha Lo,ท่าฬ่อ,TH660104,NA,NA,NA,NA,NA,Mueang Phichit,เมืองพิจิตร,TH6601,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6506,Tha Luang,ท่าหลวง,TH140203,NA,NA,NA,NA,NA,Tha Ruea,ท่าเรือ,TH1402,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,TH14,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6507,Tha Luang,ท่าหลวง,TH160701,NA,NA,NA,NA,NA,Tha Luang,ท่าหลวง,TH1607,Lop Buri,ลพบุรี,TH16,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6508,Tha Luang,ท่าหลวง,TH220502,NA,NA,NA,NA,NA,Makham,มะขาม,TH2205,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6509,Tha Luang,ท่าหลวง,TH301505,NA,NA,NA,NA,NA,Phimai,พิมาย,TH3015,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6510,Tha Luang,ท่าหลวง,TH341119,NA,NA,NA,NA,NA,Trakan Phuet Phon,ตระการพืชผล,TH3411,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6511,Tha Luang,ท่าหลวง,TH660109,NA,NA,NA,NA,NA,Mueang Phichit,เมืองพิจิตร,TH6601,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6512,Tha Maduea,ท่ามะเดื่อ,TH930901,NA,NA,NA,NA,NA,Bang Kaeo,บางแก้ว,TH9309,Phatthalung,พัทลุง,TH93,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6513,Tha Mae Lop,ทาแม่ลอบ,TH510206,NA,NA,NA,NA,NA,Mae Tha,แม่ทา,TH5102,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6514,Tha Mafai Wan,ท่ามะไฟหวาน,TH361209,NA,NA,NA,NA,NA,Kaeng Khro,แก้งคร้อ,TH3612,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6515,Tha Mafueang,ท่ามะเฟือง,TH530707,NA,NA,NA,NA,NA,Phichai,พิชัย,TH5307,Uttaradit,อุตรดิตถ์,TH53,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6516,Tha Mai,ท่าใหม่,TH220301,NA,NA,NA,NA,NA,Tha Mai,ท่าใหม่,TH2203,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6517,Tha Mai,ท่าไม้,TH600305,NA,NA,NA,NA,NA,Chum Saeng,ชุมแสง,TH6003,Nakhon Sawan,นครสวรรค์,TH60,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6518,Tha Mai,ท่าไม้,TH620603,NA,NA,NA,NA,NA,Phran Kratai,พรานกระต่าย,TH6206,Kamphaeng Phet,กำแพงเพชร,TH62,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6519,Tha Mai,ท่าไม้,TH710504,NA,NA,NA,NA,NA,Tha Maka,ท่ามะกา,TH7105,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6520,Tha Mai,ท่าไม้,TH740203,NA,NA,NA,NA,NA,Krathum Baen,กระทุ่มแบน,TH7402,Samut Sakhon,สมุทรสาคร,TH74,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6521,Tha Mai Ruak,ท่าไม้รวก,TH760506,NA,NA,NA,NA,NA,Tha Yang,ท่ายาง,TH7605,Phetchaburi,เพชรบุรี,TH76,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6522,Tha Maka,ท่ามะกา,TH710506,NA,NA,NA,NA,NA,Tha Maka,ท่ามะกา,TH7105,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6523,Tha Makham,ท่ามะขาม,TH710104,NA,NA,NA,NA,NA,Mueang Kanchanaburi,เมืองกาญจนบุรี,TH7101,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6524,Tha Makhuea,ท่ามะเขือ,TH620502,NA,NA,NA,NA,NA,Khlong Khlung,คลองขลุง,TH6205,Kamphaeng Phet,กำแพงเพชร,TH62,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6525,Tha Manao,ท่ามะนาว,TH160414,NA,NA,NA,NA,NA,Chai Badan,ชัยบาดาล,TH1604,Lop Buri,ลพบุรี,TH16,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6526,Tha Maphla,ท่ามะพลา,TH860403,NA,NA,NA,NA,NA,Lang Suan,หลังสวน,TH8604,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6527,Tha Maprang,ท่ามะปราง,TH190215,NA,NA,NA,NA,NA,Kaeng Khoi,แก่งคอย,TH1902,Saraburi,สระบุรี,TH19,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6528,Tha Miram,ท่ามิหรำ,TH930104,NA,NA,NA,NA,NA,Mueang Phatthalung,เมืองพัทลุง,TH9301,Phatthalung,พัทลุง,TH93,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6529,Tha Mo Sai,ท่าหมอไทร,TH900309,NA,NA,NA,NA,NA,Chana,จะนะ,TH9003,Songkhla,สงขลา,TH90,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6530,Tha Muang,ท่าม่วง,TH311111,NA,NA,NA,NA,NA,Satuek,สตึก,TH3111,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6531,Tha Muang,ท่าม่วง,TH451007,NA,NA,NA,NA,NA,Selaphum,เสลภูมิ,TH4510,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6532,Tha Muang,ท่าม่วง,TH710601,NA,NA,NA,NA,NA,Tha Muang,ท่าม่วง,TH7106,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6533,Tha Muang,ท่าม่วง,TH900505,NA,NA,NA,NA,NA,Thepha,เทพา,TH9005,Songkhla,สงขลา,TH90,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6534,Tha Mueang,ท่าเมือง,TH342403,NA,NA,NA,NA,NA,Don Mot Daeng,ดอนมดแดง,TH3424,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6535,Tha Muen Ram,ท่าหมื่นราม,TH650807,NA,NA,NA,NA,NA,Wang Thong,วังทอง,TH6508,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6536,Tha Na,ท่านา,TH820302,NA,NA,NA,NA,NA,Kapong,กะปง,TH8203,Phangnga,พังงา,TH82,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6537,Tha Nam,ท่าน้ำ,TH940406,NA,NA,NA,NA,NA,Panare,ปะนาเระ,TH9404,Pattani,ปัตตานี,TH94,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6538,Tha Nam Oi,ท่าน้ำอ้อย,TH601008,NA,NA,NA,NA,NA,Phayuha Khiri,พยุหะคีรี,TH6010,Nakhon Sawan,นครสวรรค์,TH60,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6539,Tha Nang,ท่านั่ง,TH660611,NA,NA,NA,NA,NA,Pho Thale,โพทะเล,TH6606,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6540,Tha Nang Naeo,ท่านางแนว,TH401403,NA,NA,NA,NA,NA,Waeng Noi,แวงน้อย,TH4014,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6541,Tha Nang Ngam,ท่านางงาม,TH650410,NA,NA,NA,NA,NA,Bang Rakam,บางระกำ,TH6504,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6542,Tha Nao,ท่าน้าว,TH551406,NA,NA,NA,NA,NA,Phu Phiang,ภูเพียง,TH5514,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6543,Tha Nat,ท่านัด,TH700411,NA,NA,NA,NA,NA,Damnoen Saduak,ดำเนินสะดวก,TH7004,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6544,Tha Ngam,ท่างาม,TH170606,NA,NA,NA,NA,NA,In Buri,อินทร์บุรี,TH1706,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6545,Tha Ngam,ท่างาม,TH250105,NA,NA,NA,NA,NA,Mueang Prachin Buri,เมืองปราจีนบุรี,TH2501,Prachin Buri,ปราจีนบุรี,TH25,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6546,Tha Ngam,ท่างาม,TH650702,NA,NA,NA,NA,NA,Wat Bot,วัดโบสถ์,TH6507,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6547,Tha Ngio,ท่างิ้ว,TH600501,NA,NA,NA,NA,NA,Banphot Phisai,บรรพตพิสัย,TH6005,Nakhon Sawan,นครสวรรค์,TH60,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6548,Tha Ngio,ท่างิ้ว,TH800116,NA,NA,NA,NA,NA,Mueang Nakhon Si Thammarat,เมืองนครศรีธรรมร,TH8001,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6549,Tha Ngio,ท่างิ้ว,TH920614,NA,NA,NA,NA,NA,Huai Yot,ห้วยยอด,TH9206,Trang,ตรัง,TH92,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6550,Tha Nuea,ทาเหนือ,TH502306,NA,NA,NA,NA,NA,Mae On,แม่ออน,TH5023,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6551,Tha Pha,ท่าผา,TH500302,NA,NA,NA,NA,NA,Mae Chaem,แม่แจ่ม,TH5003,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6552,Tha Pha,ท่าผา,TH520308,NA,NA,NA,NA,NA,Ko Kha,เกาะคา,TH5203,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6553,Tha Pha,ท่าผา,TH700502,NA,NA,NA,NA,NA,Ban Pong,บ้านโป่ง,TH7005,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6554,Tha Pha Pum,ท่าผาปุ้ม,TH580503,NA,NA,NA,NA,NA,Mae La Noi,แม่ลาน้อย,TH5805,Mae Hong Son,แม่ฮ่องสอน,TH58,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6555,Tha Phae,ท่าแพ,TH910401,NA,NA,NA,NA,NA,Tha Phae,ท่าแพ,TH9104,Satun,สตูล,TH91,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6556,Tha Phaya,ท่าพญา,TH920412,NA,NA,NA,NA,NA,Palian,ปะเหลียน,TH9204,Trang,ตรัง,TH92,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6557,Tha Phaya,ท่าพยา,TH801216,NA,NA,NA,NA,NA,Pak Phanang,ปากพนัง,TH8012,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6558,Tha Phi Liang,ท่าพี่เลี้ยง,TH720101,NA,NA,NA,NA,NA,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6559,Tha Phlap,ท่าพลับ,TH240508,NA,NA,NA,NA,NA,Ban Pho,บ้านโพธิ์,TH2405,Chachoengsao,ฉะเชิงเทรา,TH24,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6560,Tha Pho,ท่าโพ,TH610506,NA,NA,NA,NA,NA,Nong Khayang,หนองขาหย่าง,TH6105,Uthai Thani,อุทัยธานี,TH61,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6561,Tha Pho,ท่าโพธิ์,TH650106,NA,NA,NA,NA,NA,Mueang Phitsanulok,เมืองพิษณุโลก,TH6501,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6562,Tha Pho,ท่าโพธิ์,TH901006,NA,NA,NA,NA,NA,Sadao,สะเดา,TH9010,Songkhla,สงขลา,TH90,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6563,Tha Pho Chai,ท่าโพธิ์ชัย,TH310508,NA,NA,NA,NA,NA,Nong Ki,หนองกี่,TH3105,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6564,Tha Pho Si,ท่าโพธิ์ศรี,TH340713,NA,NA,NA,NA,NA,Det Udom,เดชอุดม,TH3407,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6565,Tha Phon,ท่าพล,TH670107,NA,NA,NA,NA,NA,Mueang Phetchabun,เมืองเพชรบูรณ์,TH6701,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6566,Tha Phra,ท่าพระ,TH400104,NA,NA,NA,NA,NA,Mueang Khon Kaen,เมืองขอนแก่น,TH4001,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6567,Tha Phraya,ท่าพระยา,TH730308,NA,NA,NA,NA,NA,Nakhon Chai Si,นครชัยศรี,TH7303,Nakhon Pathom,นครปฐม,TH73,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6568,Tha Phrik,ท่าพริก,TH230110,NA,NA,NA,NA,NA,Mueang Trat,เมืองตราด,TH2301,Trat,ตราด,TH23,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6569,Tha Phutsa,ท่าพุทรา,TH620504,NA,NA,NA,NA,NA,Khlong Khlung,คลองขลุง,TH6205,Kamphaeng Phet,กำแพงเพชร,TH62,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6570,Tha Pla,ท่าปลา,TH530301,NA,NA,NA,NA,NA,Tha Pla,ท่าปลา,TH5303,Uttaradit,อุตรดิตถ์,TH53,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6571,Tha Pla Duk,ทาปลาดุก,TH510201,NA,NA,NA,NA,NA,Mae Tha,แม่ทา,TH5102,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6572,Tha Pracha,ท่าประจะ,TH800703,NA,NA,NA,NA,NA,Cha-Uat,ชะอวด,TH8007,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6573,Tha Pradu,ท่าประดู่,TH210101,NA,NA,NA,NA,NA,Mueang Rayong,เมืองระยอง,TH2101,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6574,Tha Pradu,ท่าประดู่,TH900406,NA,NA,NA,NA,NA,Na Thawi,นาทวี,TH9004,Songkhla,สงขลา,TH90,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6575,Tha Rae,ท่าแร่,TH470107,NA,NA,NA,NA,NA,Mueang Sakon Nakhon,เมืองสกลนคร,TH4701,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6576,Tha Raeng,ท่าแร้ง,TH100508,NA,NA,NA,NA,NA,Bang Khen,บางเขน,TH1005,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6577,Tha Raeng,ท่าแร้ง,TH760709,NA,NA,NA,NA,NA,Ban Laem,บ้านแหลม,TH7607,Phetchaburi,เพชรบุรี,TH76,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6578,Tha Raeng Ok,ท่าแร้งออก,TH760710,NA,NA,NA,NA,NA,Ban Laem,บ้านแหลม,TH7607,Phetchaburi,เพชรบุรี,TH76,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6579,Tha Rahat,ท่าระหัด,TH720104,NA,NA,NA,NA,NA,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6580,Tha Rai,ท่าไร่,TH800106,NA,NA,NA,NA,NA,Mueang Nakhon Si Thammarat,เมืองนครศรีธรรมร,TH8001,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6581,Tha Rap,ท่าราบ,TH700121,NA,NA,NA,NA,NA,Mueang Ratchaburi,เมืองราชบุรี,TH7001,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6582,Tha Rap,ท่าราบ,TH760101,NA,NA,NA,NA,NA,Mueang Phetchaburi,เมืองเพชรบุรี,TH7601,Phetchaburi,เพชรบุรี,TH76,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6583,Tha Rong,ท่าโรง,TH670501,NA,NA,NA,NA,NA,Wichian Buri,วิเชียรบุรี,TH6705,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6584,Tha Rong Chang,ท่าโรงช้าง,TH841706,NA,NA,NA,NA,NA,Phunphin,พุนพิน,TH8417,Surat Thani,สุราษฎร์ธานี,TH84,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6585,Tha Ruea,ท่าเรือ,TH140201,NA,NA,NA,NA,NA,Tha Ruea,ท่าเรือ,TH1402,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,TH14,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6586,Tha Ruea,ท่าเรือ,TH260205,NA,NA,NA,NA,NA,Pak Phli,ปากพลี,TH2602,Nakhon Nayok,นครนายก,TH26,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6587,Tha Ruea,ท่าเรือ,TH480906,NA,NA,NA,NA,NA,Na Wa,นาหว้า,TH4809,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6588,Tha Ruea,ท่าเรือ,TH710507,NA,NA,NA,NA,NA,Tha Maka,ท่ามะกา,TH7105,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6589,Tha Ruea,ท่าเรือ,TH800122,NA,NA,NA,NA,NA,Mueang Nakhon Si Thammarat,เมืองนครศรีธรรมร,TH8001,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6590,Tha Ruea,ท่าเรือ,TH841302,NA,NA,NA,NA,NA,Ban Na Doem,บ้านนาเดิม,TH8413,Surat Thani,สุราษฎร์ธานี,TH84,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6591,Tha Ruea,ท่าเรือ,TH910404,NA,NA,NA,NA,NA,Tha Phae,ท่าแพ,TH9104,Satun,สตูล,TH91,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6592,Tha Ruea,ท่าเรือ,TH940211,NA,NA,NA,NA,NA,Khok Pho,โคกโพธิ์,TH9402,Pattani,ปัตตานี,TH94,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6593,Tha Sa-An,ท่าสะอ้าน,TH240402,NA,NA,NA,NA,NA,Bang Pakong,บางปะกง,TH2404,Chachoengsao,ฉะเชิงเทรา,TH24,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6594,Tha Sa-At,ท่าสะอาด,TH380407,NA,NA,NA,NA,NA,Seka,เซกา,TH3804,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6595,Tha Sa-At,ท่าสะอาด,TH420203,NA,NA,NA,NA,NA,Na Duang,นาด้วง,TH4202,Loei,เลย,TH42,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6596,Tha Saba,ท่าสะบ้า,TH920704,NA,NA,NA,NA,NA,Wang Wiset,วังวิเศษ,TH9207,Trang,ตรัง,TH92,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6597,Tha Sae,ท่าแซะ,TH860201,NA,NA,NA,NA,NA,Tha Sae,ท่าแซะ,TH8602,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6598,Tha Sai,ท่าทราย,TH120105,NA,NA,NA,NA,NA,Mueang Nonthaburi,เมืองนนทบุรี,TH1201,Nonthaburi,นนทบุรี,TH12,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6599,Tha Sai,ท่าทราย,TH260105,NA,NA,NA,NA,NA,Mueang Nakhon Nayok,เมืองนครนายก,TH2601,Nakhon Nayok,นครนายก,TH26,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6600,Tha Sai,ท่าทราย,TH740110,NA,NA,NA,NA,NA,Mueang Samut Sakhon,เมืองสมุทรสาคร,TH7401,Samut Sakhon,สมุทรสาคร,TH74,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6601,Tha Sai,ท่าสาย,TH570118,NA,NA,NA,NA,NA,Mueang Chiang Rai,เมืองเชียงราย,TH5701,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6602,Tha Sai Luat,ท่าสายลวด,TH630606,NA,NA,NA,NA,NA,Mae Sot,แม่สอด,TH6306,Tak,ตาก,TH63,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6603,Tha Sak,ท่าซัก,TH800121,NA,NA,NA,NA,NA,Mueang Nakhon Si Thammarat,เมืองนครศรีธรรมร,TH8001,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6604,Tha Sak,ท่าสัก,TH530704,NA,NA,NA,NA,NA,Phichai,พิชัย,TH5307,Uttaradit,อุตรดิตถ์,TH53,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
